Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170707,1,53,60,0,0.117,18,TWD1,TWD,va,white,heat_holo
20170707,2,74,87,0,0.149,18,WWI2,WWI,ri,white,heat_holo
20170707,3,171,447,0,0.617,18,TBE1,TBE,va,brown,heat_holo
20170707,4,152,345,0,0.559,18,WBG1,WBG,ri,brown,heat_holo
20170707,5,53,62,0,0.145,18,TWA5,TWA,va,white,heat_holo
20170707,6,106,237,0,0.553,18,TBO7,TBO,va,brown,heat_holo
20170707,7,212,458,0,0.537,18,WBF1,WBF,ri,brown,heat_holo
20170707,8,55,75,0,0.267,18,WWC3,WWC,ri,white,heat_holo
20170707,9,43,59,0,0.271,18,TWD1,TWD,va,white,heat_holo
20170707,10,47,80,0,0.413,18,WWI2,WWI,ri,white,heat_holo
20170707,11,166,404,0,0.589,18,TBE1,TBE,va,brown,heat_holo
20170707,12,273,646,0,0.577,18,WBG1,WBG,ri,brown,heat_holo
20170707,13,49,72,0,0.319,18,TWA5,TWA,va,white,heat_holo
20170707,14,161,375,0,0.571,18,TBO7,TBO,va,brown,heat_holo
20170707,15,244,603,0,0.595,18,WBF1,WBF,ri,brown,heat_holo
20170707,16,90,154,0,0.416,18,WWC3,WWC,ri,white,heat_holo
20170707,17,44,61,0,0.279,18,TWD1,TWD,va,white,heat_holo
20170707,18,63,85,0,0.259,18,WWI2,WWI,ri,white,heat_holo
20170707,19,173,431,0,0.599,18,TBE1,TBE,va,brown,heat_holo
20170707,20,227,537,0,0.577,18,WBG1,WBG,ri,brown,heat_holo
20170707,21,53,65,0,0.185,18,TWA5,TWA,va,white,heat_holo
20170707,22,146,264,0,0.447,18,TBO7,TBO,va,brown,heat_holo
20170707,23,404,725,0,0.443,18,WBF1,WBF,ri,brown,heat_holo
20170707,24,64,113,0,0.434,18,WWC3,WWC,ri,white,heat_holo
20170707,25,46,61,0,0.246,22,TWD1,TWD,va,white,heat_holo
20170707,26,52,61,0,0.148,22,WWI2,WWI,ri,white,heat_holo
20170707,27,70,129,0,0.457,22,TBE1,TBE,va,brown,heat_holo
20170707,28,81,119,0,0.319,22,WBG1,WBG,ri,brown,heat_holo
20170707,29,49,67,0,0.269,22,TWA5,TWA,va,white,heat_holo
20170707,30,115,219,0,0.475,22,TBO7,TBO,va,brown,heat_holo
20170707,31,251,499,0,0.497,22,WBF1,WBF,ri,brown,heat_holo
20170707,32,71,96,0,0.26,22,WWC3,WWC,ri,white,heat_holo
20170707,33,42,56,0,0.25,22,TWD1,TWD,va,white,heat_holo
20170707,34,53,66,0,0.197,22,WWI2,WWI,ri,white,heat_holo
20170707,35,156,322,0,0.516,22,TBE1,TBE,va,brown,heat_holo
20170707,36,247,461,0,0.464,22,WBG1,WBG,ri,brown,heat_holo
20170707,37,52,68,0,0.235,22,TWA5,TWA,va,white,heat_holo
20170707,38,149,320,0,0.534,22,TBO7,TBO,va,brown,heat_holo
20170707,39,165,259,0,0.363,22,WBF1,WBF,ri,brown,heat_holo
20170707,40,59,69,0,0.145,22,WWC3,WWC,ri,white,heat_holo
20170707,41,45,61,0,0.262,22,TWD1,TWD,va,white,heat_holo
20170707,42,41,60,0,0.317,22,WWI2,WWI,ri,white,heat_holo
20170707,43,87,135,0,0.356,22,TBE1,TBE,va,brown,heat_holo
