Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170716,1,26,99,0,0.737,18,WBP1,WBP,ri,brown,cold_holo
20170716,2,27,89,0,0.697,18,WWF1,WWF,ri,white,cold_holo
20170716,3,8,68,0,0,18,WWB3,WWB,ri,white,cold_holo
20170716,4,4,59,0,0,18,TWH1,TWH,va,white,cold_holo
20170716,5,99,383,0,0.742,18,TBM2,TBM,va,brown,cold_holo
20170716,6,163,235,0,0.306,18,TBG4,TBG,va,brown,cold_holo
20170716,7,53,158,0,0.665,18,WBN2,WBN,ri,brown,cold_holo
20170716,8,28,111,0,0.748,18,TWL4,TWL,va,white,cold_holo
20170716,9,59,200,0,0.705,18,WBP1,WBP,ri,brown,cold_holo
20170716,10,59,140,0,0.579,18,WWF1,WWF,ri,white,cold_holo
20170716,11,33,88,0,0.625,18,WWB3,WWB,ri,white,cold_holo
20170716,12,11,61,0,0.82,18,TWH1,TWH,va,white,cold_holo
20170716,13,61,233,0,0.738,18,TBM2,TBM,va,brown,cold_holo
20170716,14,61,139,0,0.561,18,TBG4,TBG,va,brown,cold_holo
20170716,15,45,180,0,0.75,18,WBN2,WBN,ri,brown,cold_holo
20170716,16,50,165,0,0.697,18,TWL4,TWL,va,white,cold_holo
20170716,17,80,261,0,0.693,18,WBP1,WBP,ri,brown,cold_holo
20170716,18,87,194,0,0.552,18,WWF1,WWF,ri,white,cold_holo
20170716,19,23,84,0,0.726,18,WWB3,WWB,ri,white,cold_holo
20170716,20,9,48,0,0,18,TWH1,TWH,va,white,cold_holo
20170716,21,120,397,0,0.698,18,TBM2,TBM,va,brown,cold_holo
20170716,22,45,169,0,0.734,18,TBG4,TBG,va,brown,cold_holo
20170716,23,71,111,0,0.36,18,WBN2,WBN,ri,brown,cold_holo
20170716,24,41,134,0,0.694,18,TWL4,TWL,va,white,cold_holo
20170716,25,40,90,0,0.556,15,WBP1,WBP,ri,brown,cold_holo
20170716,26,38,68,0,0.441,15,WWF1,WWF,ri,white,cold_holo
20170716,27,13,40,0,0,15,WWB3,WWB,ri,white,cold_holo
20170716,28,33,58,0,0.431,15,TWH1,TWH,va,white,cold_holo
20170716,29,28,58,0,0.517,15,TBM2,TBM,va,brown,cold_holo
20170716,30,56,85,0,0.341,15,TBG4,TBG,va,brown,cold_holo
20170716,31,141,263,0,0.464,15,WBN2,WBN,ri,brown,cold_holo
