Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170712,1,103,159,0,0.352,18,WWI3,WWI,ri,white,cold_holo
20170712,2,134,310,0,0.568,18,TBO3,TBO,va,brown,cold_holo
20170712,3,30,47,0,0,18,TWA2,TWA,va,white,cold_holo
20170712,4,173,347,0,0.501,18,WBF5,WBF,ri,brown,cold_holo
20170712,5,35,48,0,0,18,WWC1,WWC,ri,white,cold_holo
20170712,6,115,285,0,0.596,18,TBE3,TBE,va,brown,cold_holo
20170712,7,33,45,0,0,18,TWD6,TWD,va,white,cold_holo
20170712,8,403,849,0,0.525,18,WBG4,WBG,ri,brown,cold_holo
20170712,9,41,80,0,0.488,18,WWI3,WWI,ri,white,cold_holo
20170712,10,75,189,0,0.603,18,TBO3,TBO,va,brown,cold_holo
20170712,11,28,43,0,0,18,TWA2,TWA,va,white,cold_holo
20170712,12,152,317,0,0.521,18,WBF5,WBF,ri,brown,cold_holo
20170712,13,33,54,0,0.389,18,WWC1,WWC,ri,white,cold_holo
20170712,14,157,370,0,0.576,18,TBE3,TBE,va,brown,cold_holo
20170712,15,30,44,0,0,18,TWD6,TWD,va,white,cold_holo
20170712,16,274,589,0,0.535,18,WBG4,WBG,ri,brown,cold_holo
20170712,17,44,85,0,0.482,18,WWI3,WWI,ri,white,cold_holo
20170712,18,271,704,0,0.615,18,TBO3,TBO,va,brown,cold_holo
20170712,19,28,43,0,0,18,TWA2,TWA,va,white,cold_holo
20170712,20,249,557,0,0.553,18,WBF5,WBF,ri,brown,cold_holo
20170712,21,28,55,0,0.491,18,WWC1,WWC,ri,white,cold_holo
20170712,22,156,430,0,0.637,18,TBE3,TBE,va,brown,cold_holo
20170712,23,30,42,0,0,18,TWD6,TWD,va,white,cold_holo
20170712,24,288,621,0,0.536,18,WBG4,WBG,ri,brown,cold_holo
20170712,25,34,47,0,0,15,WWI3,WWI,ri,white,cold_holo
20170712,26,84,156,0,0.462,15,TBO3,TBO,va,brown,cold_holo
20170712,27,18,45,0,0,15,TWA2,TWA,va,white,cold_holo
20170712,28,88,151,0,0.417,15,WBF5,WBF,ri,brown,cold_holo
20170712,29,47,77,0,0.39,15,WWC1,WWC,ri,white,cold_holo
20170712,30,175,397,0,0.559,15,TBE3,TBE,va,brown,cold_holo
20170712,31,34,45,0,0,15,TWD6,TWD,va,white,cold_holo
20170712,32,218,411,0,0.47,15,WBG4,WBG,ri,brown,cold_holo
20170712,33,79,95,0,0.168,15,WWI3,WWI,ri,white,cold_holo
20170712,34,91,177,0,0.486,15,TBO3,TBO,va,brown,cold_holo
20170712,35,28,45,0,0,15,TWA2,TWA,va,white,cold_holo
20170712,36,364,767,0,0.525,15,WBF5,WBF,ri,brown,cold_holo
20170712,37,47,55,0,0.145,15,WWC1,WWC,ri,white,cold_holo
20170712,38,158,321,0,0.508,15,TBE3,TBE,va,brown,cold_holo
20170712,39,28,49,0,0,15,TWD6,TWD,va,white,cold_holo
20170712,40,139,258,0,0.461,15,WBG4,WBG,ri,brown,cold_holo
20170712,41,77,101,0,0.238,15,WWI3,WWI,ri,white,cold_holo
20170712,42,103,198,0,0.48,15,TBO3,TBO,va,brown,cold_holo
20170712,43,31,45,0,0,15,TWA2,TWA,va,white,cold_holo
20170712,44,221,430,0,0.486,15,WBF5,WBF,ri,brown,cold_holo
20170712,45,57,70,0,0.186,15,WWC1,WWC,ri,white,cold_holo
20170712,46,120,257,0,0.533,15,TBE3,TBE,va,brown,cold_holo
20170712,47,32,42,0,0,15,TWD6,TWD,va,white,cold_holo
20170712,48,140,272,0,0.485,15,WBG4,WBG,ri,brown,cold_holo
20170712,49,87,103,0,0.155,12,WWI3,WWI,ri,white,cold_holo
20170712,50,135,253,0,0.466,12,TBO3,TBO,va,brown,cold_holo
20170712,51,36,46,0,0,12,TWA2,TWA,va,white,cold_holo
20170712,52,412,687,0,0.4,12,WBF5,WBF,ri,brown,cold_holo
20170712,53,68,85,0,0.2,12,WWC1,WWC,ri,white,cold_holo
20170712,54,140,268,0,0.478,12,TBE3,TBE,va,brown,cold_holo
20170712,55,25,44,0,0,12,TWD6,TWD,va,white,cold_holo
20170712,56,221,450,0,0.509,12,WBG4,WBG,ri,brown,cold_holo
20170712,57,49,73,0,0.329,12,WWI3,WWI,ri,white,cold_holo
20170712,58,97,195,0,0.503,12,TBO3,TBO,va,brown,cold_holo
20170712,59,37,47,0,0,12,TWA2,TWA,va,white,cold_holo
20170712,60,247,432,0,0.428,12,WBF5,WBF,ri,brown,cold_holo
20170712,61,36,53,0,0.321,12,WWC1,WWC,ri,white,cold_holo
20170712,62,84,160,0,0.475,12,TBE3,TBE,va,brown,cold_holo
20170712,63,30,44,0,0,12,TWD6,TWD,va,white,cold_holo
20170712,64,260,487,0,0.466,12,WBG4,WBG,ri,brown,cold_holo
20170712,65,48,47,0,0,12,WWI3,WWI,ri,white,cold_holo
20170712,66,90,179,0,0.497,12,TBO3,TBO,va,brown,cold_holo
20170712,67,36,45,0,0,12,TWA2,TWA,va,white,cold_holo
20170712,68,70,117,0,0.402,12,WBF5,WBF,ri,brown,cold_holo
20170712,69,47,74,0,0.365,12,WWC1,WWC,ri,white,cold_holo
20170712,70,90,167,0,0.461,12,TBE3,TBE,va,brown,cold_holo
20170712,71,34,43,0,0,12,TWD6,TWD,va,white,cold_holo
20170712,72,304,524,0,0.42,12,WBG4,WBG,ri,brown,cold_holo
20170712,1,38,50,0,0.24,9,WWI3,WWI,ri,white,cold_holo
20170712,2,177,332,0,0.467,9,TBO3,TBO,va,brown,cold_holo
20170712,3,37,42,0,0,9,TWA2,TWA,va,white,cold_holo
20170712,4,235,311,0,0.244,9,WBF5,WBF,ri,brown,cold_holo
20170712,5,36,49,0,0,9,WWC1,WWC,ri,white,cold_holo
20170712,6,110,184,0,0.402,9,TBE3,TBE,va,brown,cold_holo
20170712,7,32,49,0,0,9,TWD6,TWD,va,white,cold_holo
20170712,8,177,296,0,0.402,9,WBG4,WBG,ri,brown,cold_holo
20170712,9,39,45,0,0,9,WWI3,WWI,ri,white,cold_holo
20170712,10,116,196,0,0.408,9,TBO3,TBO,va,brown,cold_holo
20170712,11,32,46,0,0,9,TWA2,TWA,va,white,cold_holo
20170712,12,112,171,0,0.345,9,WBF5,WBF,ri,brown,cold_holo
20170712,13,52,71,0,0.268,9,WWC1,WWC,ri,white,cold_holo
20170712,14,236,443,0,0.467,9,TBE3,TBE,va,brown,cold_holo
20170712,15,29,44,0,0,9,TWD6,TWD,va,white,cold_holo
20170712,16,222,335,0,0.337,9,WBG4,WBG,ri,brown,cold_holo
20170712,17,60,67,0,0.104,9,WWI3,WWI,ri,white,cold_holo
20170712,18,122,233,0,0.476,9,TBO3,TBO,va,brown,cold_holo
20170712,19,22,48,0,0,9,TWA2,TWA,va,white,cold_holo
20170712,20,136,205,0,0.337,9,WBF5,WBF,ri,brown,cold_holo
20170712,21,39,58,0,0.328,9,WWC1,WWC,ri,white,cold_holo
20170712,22,249,437,0,0.43,9,TBE3,TBE,va,brown,cold_holo
20170712,23,32,41,0,0,9,TWD6,TWD,va,white,cold_holo
20170712,24,348,580,0,0.4,9,WBG4,WBG,ri,brown,cold_holo
20170712,25,43,54,0,0.204,6,WWI3,WWI,ri,white,cold_holo
20170712,26,256,437,0,0.414,6,TBO3,TBO,va,brown,cold_holo
20170712,27,33,44,0,0,6,TWA2,TWA,va,white,cold_holo
20170712,28,203,271,0,0.251,6,WBF5,WBF,ri,brown,cold_holo
20170712,29,75,104,0,0.279,6,WWC1,WWC,ri,white,cold_holo
20170712,30,106,158,0,0.329,6,TBE3,TBE,va,brown,cold_holo
20170712,31,33,46,0,0,6,TWD6,TWD,va,white,cold_holo
20170712,32,242,341,0,0.29,6,WBG4,WBG,ri,brown,cold_holo
20170712,33,33,51,0,0.353,6,WWI3,WWI,ri,white,cold_holo
20170712,34,108,188,0,0.426,6,TBO3,TBO,va,brown,cold_holo
20170712,35,26,44,0,0,6,TWA2,TWA,va,white,cold_holo
20170712,36,135,199,0,0.322,6,WBF5,WBF,ri,brown,cold_holo
20170712,37,50,60,0,0.167,6,WWC1,WWC,ri,white,cold_holo
20170712,38,107,149,0,0.282,6,TBE3,TBE,va,brown,cold_holo
20170712,39,42,47,0,0,6,TWD6,TWD,va,white,cold_holo
20170712,40,164,226,0,0.274,6,WBG4,WBG,ri,brown,cold_holo
20170712,41,33,48,0,0,6,WWI3,WWI,ri,white,cold_holo
20170712,42,136,240,0,0.433,6,TBO3,TBO,va,brown,cold_holo
20170712,43,41,45,0,0,6,TWA2,TWA,va,white,cold_holo
20170712,44,350,485,0,0.278,6,WBF5,WBF,ri,brown,cold_holo
20170712,45,43,52,0,0.173,6,WWC1,WWC,ri,white,cold_holo
20170712,46,97,163,0,0.405,6,TBE3,TBE,va,brown,cold_holo
20170712,47,28,44,0,0,6,TWD6,TWD,va,white,cold_holo
20170712,48,192,248,0,0.226,6,WBG4,WBG,ri,brown,cold_holo
