Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170711,1,117,215,0,0.456,18,WWF3,WWF,ri,white,heat_holo
20170711,2,51,93,0,0.452,18,TWL1,TWL,va,white,heat_holo
20170711,3,53,100,0,0.47,18,TWH2,TWH,va,white,heat_holo
20170711,4,139,196,0,0.291,18,TBM1,TBM,va,brown,heat_holo
20170711,5,111,241,0,0.539,18,WBP2,WBP,ri,brown,heat_holo
20170711,6,194,342,0,0.433,18,WBN3,WBN,ri,brown,heat_holo
20170711,7,43,103,0,0.583,18,WWB1,WWB,ri,white,heat_holo
20170711,8,151,378,0,0.601,18,TBG2,TBG,va,brown,heat_holo
20170711,9,168,292,0,0.425,18,WWF3,WWF,ri,white,heat_holo
20170711,10,62,158,0,0.608,18,TWL1,TWL,va,white,heat_holo
20170711,11,40,62,0,0.355,18,TWH2,TWH,va,white,heat_holo
20170711,12,115,186,0,0.382,18,TBM1,TBM,va,brown,heat_holo
20170711,13,81,147,0,0.449,18,WBP2,WBP,ri,brown,heat_holo
20170711,14,150,309,0,0.515,18,WBN3,WBN,ri,brown,heat_holo
20170711,15,42,80,0,0.475,18,WWB1,WWB,ri,white,heat_holo
20170711,16,164,388,0,0.577,18,TBG2,TBG,va,brown,heat_holo
20170711,17,70,147,0,0.524,18,WWF3,WWF,ri,white,heat_holo
20170711,18,45,65,0,0.308,18,TWL1,TWL,va,white,heat_holo
20170711,19,30,57,0,0.474,18,TWH2,TWH,va,white,heat_holo
20170711,20,154,419,0,0.632,18,TBM1,TBM,va,brown,heat_holo
20170711,21,183,399,0,0.541,18,WBP2,WBP,ri,brown,heat_holo
20170711,22,179,430,0,0.584,18,WBN3,WBN,ri,brown,heat_holo
20170711,23,41,104,0,0.606,18,WWB1,WWB,ri,white,heat_holo
20170711,24,138,348,0,0.603,18,TBG2,TBG,va,brown,heat_holo
20170711,25,150,189,0,0.206,22,WWF3,WWF,ri,white,heat_holo
20170711,26,53,72,0,0.264,22,TWL1,TWL,va,white,heat_holo
20170711,27,40,61,0,0.344,22,TWH2,TWH,va,white,heat_holo
20170711,28,130,161,0,0.193,22,TBM1,TBM,va,brown,heat_holo
20170711,29,68,107,0,0.364,22,WBP2,WBP,ri,brown,heat_holo
20170711,30,226,461,0,0.51,22,WBN3,WBN,ri,brown,heat_holo
20170711,31,60,80,0,0.25,22,WWB1,WWB,ri,white,heat_holo
20170711,32,125,196,0,0.362,22,TBG2,TBG,va,brown,heat_holo
20170711,33,153,195,0,0.215,22,WWF3,WWF,ri,white,heat_holo
20170711,34,43,78,0,0.449,22,TWL1,TWL,va,white,heat_holo
20170711,35,57,70,0,0.186,22,TWH2,TWH,va,white,heat_holo
20170711,36,174,219,0,0.205,22,TBM1,TBM,va,brown,heat_holo
20170711,37,112,199,0,0.437,22,WBP2,WBP,ri,brown,heat_holo
20170711,38,127,215,0,0.409,22,WBN3,WBN,ri,brown,heat_holo
20170711,39,56,83,0,0.325,22,WWB1,WWB,ri,white,heat_holo
20170711,40,77,132,0,0.417,22,TBG2,TBG,va,brown,heat_holo
20170711,41,88,115,0,0.235,22,WWF3,WWF,ri,white,heat_holo
20170711,42,58,86,0,0.326,22,TWL1,TWL,va,white,heat_holo
20170711,43,34,50,0,0.32,22,TWH2,TWH,va,white,heat_holo
20170711,44,145,193,0,0.249,22,TBM1,TBM,va,brown,heat_holo
20170711,45,89,142,0,0.373,22,WBP2,WBP,ri,brown,heat_holo
20170711,46,104,180,0,0.422,22,WBN3,WBN,ri,brown,heat_holo
20170711,47,52,77,0,0.325,22,WWB1,WWB,ri,white,heat_holo
20170711,48,116,235,0,0.506,22,TBG2,TBG,va,brown,heat_holo
20170711,49,75,87,0,0.138,26,WWF3,WWF,ri,white,heat_holo
20170711,50,45,51,0,0.118,26,TWL1,TWL,va,white,heat_holo
20170711,51,47,61,0,0.23,26,TWH2,TWH,va,white,heat_holo
20170711,52,117,134,0,0.127,26,TBM1,TBM,va,brown,heat_holo
20170711,53,102,166,0,0.386,26,WBP2,WBP,ri,brown,heat_holo
20170711,54,104,164,0,0.366,26,WBN3,WBN,ri,brown,heat_holo
20170711,55,40,78,0,0.487,26,WWB1,WWB,ri,white,heat_holo
20170711,56,136,249,0,0.454,26,TBG2,TBG,va,brown,heat_holo
20170711,57,85,103,0,0.175,26,WWF3,WWF,ri,white,heat_holo
20170711,58,40,59,0,0.322,26,TWL1,TWL,va,white,heat_holo
20170711,59,32,53,0,0.396,26,TWH2,TWH,va,white,heat_holo
20170711,60,52,83,0,0.373,26,TBM1,TBM,va,brown,heat_holo
20170711,61,141,209,0,0.325,26,WBP2,WBP,ri,brown,heat_holo
20170711,62,48,70,0,0.314,26,WBN3,WBN,ri,brown,heat_holo
20170711,63,62,99,0,0.374,26,WWB1,WWB,ri,white,heat_holo
20170711,64,116,167,0,0.305,26,TBG2,TBG,va,brown,heat_holo
20170711,65,80,98,0,0.184,26,WWF3,WWF,ri,white,heat_holo
20170711,66,50,71,0,0.296,26,TWL1,TWL,va,white,heat_holo
20170711,67,36,55,0,0.345,26,TWH2,TWH,va,white,heat_holo
20170711,68,117,200,0,0.415,26,TBM1,TBM,va,brown,heat_holo
20170711,69,152,250,0,0.392,26,WBP2,WBP,ri,brown,heat_holo
20170711,70,189,330,0,0.427,26,WBN3,WBN,ri,brown,heat_holo
20170711,71,44,55,0,0.2,26,WWB1,WWB,ri,white,heat_holo
20170711,72,105,201,0,0.478,26,TBG2,TBG,va,brown,heat_holo
20170711,73,59,74,0,0.203,29,WWF3,WWF,ri,white,heat_holo
20170711,74,47,56,0,0.161,29,TWL1,TWL,va,white,heat_holo
20170711,75,33,49,0,0,29,TWH2,TWH,va,white,heat_holo
20170711,76,172,201,0,0.144,29,TBM1,TBM,va,brown,heat_holo
20170711,77,162,261,0,0.379,29,WBP2,WBP,ri,brown,heat_holo
20170711,78,135,210,0,0.357,29,WBN3,WBN,ri,brown,heat_holo
20170711,79,52,64,0,0.188,29,WWB1,WWB,ri,white,heat_holo
20170711,80,89,143,0,0.378,29,TBG2,TBG,va,brown,heat_holo
20170711,81,93,110,0,0.155,29,WWF3,WWF,ri,white,heat_holo
20170711,82,47,65,0,0.277,29,TWL1,TWL,va,white,heat_holo
20170711,83,36,56,0,0.357,29,TWH2,TWH,va,white,heat_holo
20170711,84,192,366,0,0.475,29,TBM1,TBM,va,brown,heat_holo
20170711,85,98,149,0,0.342,29,WBP2,WBP,ri,brown,heat_holo
20170711,86,149,271,0,0.45,29,WBN3,WBN,ri,brown,heat_holo
20170711,87,36,56,0,0.357,29,WWB1,WWB,ri,white,heat_holo
20170711,88,97,139,0,0.302,29,TBG2,TBG,va,brown,heat_holo
20170711,89,47,63,0,0.254,29,WWF3,WWF,ri,white,heat_holo
20170711,90,37,58,0,0.362,29,TWL1,TWL,va,white,heat_holo
20170711,91,39,56,0,0.304,29,TWH2,TWH,va,white,heat_holo
20170711,92,152,186,0,0.183,29,TBM1,TBM,va,brown,heat_holo
20170711,93,97,119,0,0.185,29,WBP2,WBP,ri,brown,heat_holo
20170711,94,188,322,0,0.416,29,WBN3,WBN,ri,brown,heat_holo
20170711,95,49,65,0,0.246,29,WWB1,WWB,ri,white,heat_holo
20170711,96,100,138,0,0.275,29,TBG2,TBG,va,brown,heat_holo
20170711,97,60,73,0,0.178,32,WWF3,WWF,ri,white,heat_holo
20170711,98,54,85,0,0.365,32,TWL1,TWL,va,white,heat_holo
20170711,99,47,63,0,0.254,32,TWH2,TWH,va,white,heat_holo
20170711,100,215,254,0,0.154,32,TBM1,TBM,va,brown,heat_holo
20170711,101,86,126,0,0.317,32,WBP2,WBP,ri,brown,heat_holo
20170711,102,69,105,0,0.343,32,WBN3,WBN,ri,brown,heat_holo
20170711,103,42,61,0,0.311,32,WWB1,WWB,ri,white,heat_holo
20170711,104,88,119,0,0.261,32,TBG2,TBG,va,brown,heat_holo
20170711,105,46,54,0,0.148,32,WWF3,WWF,ri,white,heat_holo
20170711,106,34,53,0,0.358,32,TWL1,TWL,va,white,heat_holo
20170711,107,46,58,0,0.207,32,TWH2,TWH,va,white,heat_holo
20170711,108,210,221,0,0.05,32,TBM1,TBM,va,brown,heat_holo
20170711,109,76,128,0,0.406,32,WBP2,WBP,ri,brown,heat_holo
20170711,110,74,103,0,0.282,32,WBN3,WBN,ri,brown,heat_holo
20170711,111,39,55,0,0.291,32,WWB1,WWB,ri,white,heat_holo
20170711,112,112,192,0,0.417,32,TBG2,TBG,va,brown,heat_holo
20170711,113,37,52,0,0.288,32,WWF3,WWF,ri,white,heat_holo
20170711,114,39,57,0,0.316,32,TWL1,TWL,va,white,heat_holo
20170711,115,36,50,0,0.28,32,TWH2,TWH,va,white,heat_holo
20170711,116,143,254,0,0.437,32,TBM1,TBM,va,brown,heat_holo
20170711,117,151,244,0,0.381,32,WBP2,WBP,ri,brown,heat_holo
20170711,118,65,86,0,0.244,32,WBN3,WBN,ri,brown,heat_holo
20170711,119,40,66,0,0.394,32,WWB1,WWB,ri,white,heat_holo
20170711,120,109,137,0,0.204,32,TBG2,TBG,va,brown,heat_holo
