Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170708,1,229,489,0,0.532,18,WBI4,WBI,ri,brown,heat_holo
20170708,2,162,300,0,0.46,18,WBK4,WBK,ri,brown,heat_holo
20170708,3,36,57,0,0.368,18,WWJ5,WWJ,ri,white,heat_holo
20170708,4,214,298,0,0.282,18,TBN2,TBN,va,brown,heat_holo
20170708,5,45,85,0,0.471,18,TWJ4,TWJ,va,white,heat_holo
20170708,6,147,243,0,0.395,18,WWD4,WWD,ri,white,heat_holo
20170708,7,165,370,0,0.554,18,TBI2,TBI,va,brown,heat_holo
20170708,8,30,58,0,0.483,18,TWK5,TWK,va,white,heat_holo
20170708,9,355,656,0,0.459,18,WBI4,WBI,ri,brown,heat_holo
20170708,10,123,289,0,0.574,18,WBK4,WBK,ri,brown,heat_holo
20170708,11,49,84,0,0.417,18,WWJ5,WWJ,ri,white,heat_holo
20170708,12,115,243,0,0.527,18,TBN2,TBN,va,brown,heat_holo
20170708,13,154,320,0,0.519,18,TWJ4,TWJ,va,white,heat_holo
20170708,14,59,112,0,0.473,18,WWD4,WWD,ri,white,heat_holo
20170708,15,135,349,0,0.613,18,TBI2,TBI,va,brown,heat_holo
20170708,16,54,68,0,0.206,18,TWK5,TWK,va,white,heat_holo
20170708,17,172,327,0,0.474,18,WBI4,WBI,ri,brown,heat_holo
20170708,18,127,234,0,0.457,18,WBK4,WBK,ri,brown,heat_holo
20170708,19,60,105,0,0.429,18,WWJ5,WWJ,ri,white,heat_holo
20170708,20,207,525,0,0.606,18,TBN2,TBN,va,brown,heat_holo
20170708,21,46,79,0,0.418,18,TWJ4,TWJ,va,white,heat_holo
20170708,22,148,251,0,0.41,18,WWD4,WWD,ri,white,heat_holo
20170708,23,137,317,0,0.568,18,TBI2,TBI,va,brown,heat_holo
20170708,24,43,69,0,0.377,18,TWK5,TWK,va,white,heat_holo
20170708,1,71,95,0,0.253,22,WBI4,WBI,ri,brown,heat_holo
20170708,2,120,227,0,0.471,22,WBK4,WBK,ri,brown,heat_holo
20170708,3,47,61,0,0.23,22,WWJ5,WWJ,ri,white,heat_holo
20170708,4,161,227,0,0.291,22,TBN2,TBN,va,brown,heat_holo
20170708,5,54,67,0,0.194,22,TWJ4,TWJ,va,white,heat_holo
20170708,6,147,176,0,0.165,22,WWD4,WWD,ri,white,heat_holo
20170708,7,78,114,0,0.316,22,TBI2,TBI,va,brown,heat_holo
20170708,8,46,56,0,0.179,22,TWK5,TWK,va,white,heat_holo
20170708,9,75,103,0,0.272,22,WBI4,WBI,ri,brown,heat_holo
