Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170710,1,46,97,0,0.526,18,TWM1,TWM,va,white,heat_holo
20170710,2,58,127,0,0.543,18,WWE2,WWE,ri,white,heat_holo
20170710,3,42,62,0,0.323,18,TWI1,TWI,va,white,heat_holo
20170710,4,100,259,0,0.614,18,TBF2,TBF,va,brown,heat_holo
20170710,5,48,93,0,0.484,18,TBL4,TBL,va,brown,heat_holo
20170710,6,45,60,0,0.25,18,WWK4,WWK,ri,white,heat_holo
20170710,7,60,107,0,0.439,18,WBO1,WBO,ri,brown,heat_holo
20170710,8,146,271,0,0.461,18,WBC2,WBC,ri,brown,heat_holo
20170710,9,41,75,0,0.453,18,TWM1,TWM,va,white,heat_holo
20170710,10,31,63,0,0.508,18,WWE2,WWE,ri,white,heat_holo
20170710,11,43,75,0,0.427,18,TWI1,TWI,va,white,heat_holo
20170710,12,137,370,0,0.63,18,TBF2,TBF,va,brown,heat_holo
20170710,13,61,131,0,0.534,18,TBL4,TBL,va,brown,heat_holo
20170710,14,43,69,0,0.377,18,WWK4,WWK,ri,white,heat_holo
20170710,15,92,165,0,0.442,18,WBO1,WBO,ri,brown,heat_holo
20170710,16,126,320,0,0.606,18,WBC2,WBC,ri,brown,heat_holo
20170710,17,50,87,0,0.425,18,TWM1,TWM,va,white,heat_holo
20170710,18,48,114,0,0.579,18,WWE2,WWE,ri,white,heat_holo
20170710,19,54,80,0,0.325,18,TWI1,TWI,va,white,heat_holo
20170710,20,100,292,0,0.658,18,TBF2,TBF,va,brown,heat_holo
20170710,21,129,252,0,0.488,18,TBL4,TBL,va,brown,heat_holo
20170710,22,43,64,0,0.328,18,WWK4,WWK,ri,white,heat_holo
20170710,23,179,432,0,0.586,18,WBO1,WBO,ri,brown,heat_holo
20170710,24,147,263,0,0.441,18,WBC2,WBC,ri,brown,heat_holo
20170710,1,43,69,0,0.377,22,TWM1,TWM,va,white,heat_holo
20170710,2,41,56,0,0.268,22,WWE2,WWE,ri,white,heat_holo
20170710,3,36,50,0,0.28,22,TWI1,TWI,va,white,heat_holo
20170710,4,107,216,0,0.505,22,TBF2,TBF,va,brown,heat_holo
20170710,5,152,261,0,0.418,22,TBL4,TBL,va,brown,heat_holo
20170710,6,56,85,0,0.341,22,WWK4,WWK,ri,white,heat_holo
20170710,7,112,206,0,0.456,22,WBO1,WBO,ri,brown,heat_holo
20170710,8,93,169,0,0.45,22,WBC2,WBC,ri,brown,heat_holo
20170710,9,40,58,0,0.31,22,TWM1,TWM,va,white,heat_holo
20170710,10,53,60,0,0.117,22,WWE2,WWE,ri,white,heat_holo
20170710,11,42,55,0,0.236,22,TWI1,TWI,va,white,heat_holo
20170710,12,85,126,0,0.325,22,TBF2,TBF,va,brown,heat_holo
20170710,13,61,88,0,0.307,22,TBL4,TBL,va,brown,heat_holo
20170710,14,39,55,0,0.291,22,WWK4,WWK,ri,white,heat_holo
20170710,15,95,136,0,0.301,22,WBO1,WBO,ri,brown,heat_holo
20170710,16,162,283,0,0.428,22,WBC2,WBC,ri,brown,heat_holo
20170710,17,35,55,0,0.364,22,TWM1,TWM,va,white,heat_holo
20170710,18,43,81,0,0.469,22,WWE2,WWE,ri,white,heat_holo
20170710,19,46,55,0,0.164,22,TWI1,TWI,va,white,heat_holo
20170710,20,116,223,0,0.48,22,TBF2,TBF,va,brown,heat_holo
20170710,21,171,272,0,0.371,22,TBL4,TBL,va,brown,heat_holo
20170710,22,33,50,0,0.34,22,WWK4,WWK,ri,white,heat_holo
20170710,23,74,134,0,0.448,22,WBO1,WBO,ri,brown,heat_holo
20170710,24,108,177,0,0.39,22,WBC2,WBC,ri,brown,heat_holo
20170710,25,61,71,0,0.141,26,TWM1,TWM,va,white,heat_holo
20170710,26,55,71,0,0.225,26,WWE2,WWE,ri,white,heat_holo
20170710,27,37,55,0,0.327,26,TWI1,TWI,va,white,heat_holo
20170710,28,82,127,0,0.354,26,TBF2,TBF,va,brown,heat_holo
20170710,29,63,89,0,0.292,26,TBL4,TBL,va,brown,heat_holo
20170710,30,43,68,0,0.368,26,WWK4,WWK,ri,white,heat_holo
20170710,31,106,137,0,0.226,26,WBO1,WBO,ri,brown,heat_holo
20170710,32,143,244,0,0.414,26,WBC2,WBC,ri,brown,heat_holo
20170710,33,32,59,0,0.458,26,TWM1,TWM,va,white,heat_holo
20170710,34,72,106,0,0.321,26,WWE2,WWE,ri,white,heat_holo
20170710,35,39,51,0,0.235,26,TWI1,TWI,va,white,heat_holo
20170710,36,80,140,0,0.429,26,TBF2,TBF,va,brown,heat_holo
20170710,37,74,103,0,0.282,26,TBL4,TBL,va,brown,heat_holo
20170710,38,39,55,0,0.291,26,WWK4,WWK,ri,white,heat_holo
20170710,39,158,224,0,0.295,26,WBO1,WBO,ri,brown,heat_holo
20170710,40,72,106,0,0.321,26,WBC2,WBC,ri,brown,heat_holo
20170710,41,44,57,0,0.228,26,TWM1,TWM,va,white,heat_holo
20170710,42,32,48,0,0,26,WWE2,WWE,ri,white,heat_holo
20170710,43,52,63,0,0.175,26,TWI1,TWI,va,white,heat_holo
20170710,44,80,142,0,0.437,26,TBF2,TBF,va,brown,heat_holo
20170710,45,175,262,0,0.332,26,TBL4,TBL,va,brown,heat_holo
20170710,46,75,89,0,0.157,26,WWK4,WWK,ri,white,heat_holo
20170710,47,93,131,0,0.29,26,WBO1,WBO,ri,brown,heat_holo
20170710,48,184,335,0,0.451,26,WBC2,WBC,ri,brown,heat_holo
20170710,49,52,67,0,0.224,29,TWM1,TWM,va,white,heat_holo
20170710,50,166,219,0,0.242,29,WWE2,WWE,ri,white,heat_holo
20170710,51,46,58,0,0.207,29,TWI1,TWI,va,white,heat_holo
20170710,52,152,284,0,0.465,29,TBF2,TBF,va,brown,heat_holo
20170710,53,91,118,0,0.229,29,TBL4,TBL,va,brown,heat_holo
20170710,54,40,51,0,0.216,29,WWK4,WWK,ri,white,heat_holo
20170710,55,158,252,0,0.373,29,WBO1,WBO,ri,brown,heat_holo
20170710,56,184,347,0,0.47,29,WBC2,WBC,ri,brown,heat_holo
20170710,57,36,50,0,0.28,29,TWM1,TWM,va,white,heat_holo
20170710,58,31,49,0,0,29,WWE2,WWE,ri,white,heat_holo
20170710,59,31,58,0,0.466,29,TWI1,TWI,va,white,heat_holo
20170710,60,141,260,0,0.458,29,TBF2,TBF,va,brown,heat_holo
20170710,61,258,406,0,0.365,29,TBL4,TBL,va,brown,heat_holo
20170710,62,45,58,0,0.224,29,WWK4,WWK,ri,white,heat_holo
20170710,63,119,155,0,0.232,29,WBO1,WBO,ri,brown,heat_holo
20170710,64,186,308,0,0.396,29,WBC2,WBC,ri,brown,heat_holo
20170710,65,37,57,0,0.351,29,TWM1,TWM,va,white,heat_holo
20170710,66,49,66,0,0.258,29,WWE2,WWE,ri,white,heat_holo
20170710,67,33,56,0,0.411,29,TWI1,TWI,va,white,heat_holo
20170710,68,126,234,0,0.462,29,TBF2,TBF,va,brown,heat_holo
20170710,69,148,221,0,0.33,29,TBL4,TBL,va,brown,heat_holo
20170710,70,60,72,0,0.167,29,WWK4,WWK,ri,white,heat_holo
20170710,71,91,150,0,0.393,29,WBO1,WBO,ri,brown,heat_holo
20170710,72,89,157,0,0.433,29,WBC2,WBC,ri,brown,heat_holo
20170710,73,59,73,0,0.192,32,TWM1,TWM,va,white,heat_holo
20170710,74,97,123,0,0.211,32,WWE2,WWE,ri,white,heat_holo
20170710,75,36,43,0,0,32,TWI1,TWI,va,white,heat_holo
20170710,76,111,176,0,0.369,32,TBF2,TBF,va,brown,heat_holo
20170710,77,179,216,0,0.171,32,TBL4,TBL,va,brown,heat_holo
20170710,78,41,50,0,0.18,32,WWK4,WWK,ri,white,heat_holo
20170710,79,116,144,0,0.194,32,WBO1,WBO,ri,brown,heat_holo
20170710,80,66,105,0,0.371,32,WBC2,WBC,ri,brown,heat_holo
20170710,81,74,75,0,0.013,32,TWM1,TWM,va,white,heat_holo
20170710,82,28,51,0,0.451,32,WWE2,WWE,ri,white,heat_holo
20170710,83,36,49,0,0,32,TWI1,TWI,va,white,heat_holo
20170710,84,88,124,0,0.29,32,TBF2,TBF,va,brown,heat_holo
20170710,85,171,216,0,0.208,32,TBL4,TBL,va,brown,heat_holo
20170710,86,25,50,0,0.5,32,WWK4,WWK,ri,white,heat_holo
20170710,87,119,136,0,0.125,32,WBO1,WBO,ri,brown,heat_holo
20170710,88,56,80,0,0.3,32,WBC2,WBC,ri,brown,heat_holo
20170710,89,62,76,0,0.184,32,TWM1,TWM,va,white,heat_holo
20170710,90,29,44,0,0,32,WWE2,WWE,ri,white,heat_holo
20170710,91,36,53,0,0.321,32,TWI1,TWI,va,white,heat_holo
20170710,92,87,144,0,0.396,32,TBF2,TBF,va,brown,heat_holo
20170710,93,151,197,0,0.234,32,TBL4,TBL,va,brown,heat_holo
20170710,94,40,58,0,0.31,32,WWK4,WWK,ri,white,heat_holo
20170710,95,108,152,0,0.289,32,WBO1,WBO,ri,brown,heat_holo
20170710,96,51,79,0,0.354,32,WBC2,WBC,ri,brown,heat_holo
