Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170719,1,16,52,0,0.692,18,TBL5,TBL,va,brown,heat_skel
20170719,2,12,33,0,0,18,TWM4,TWM,va,white,heat_skel
20170719,3,111,156,0,0.288,18,WBO3,WBO,ri,brown,heat_skel
20170719,4,17,38,0,0,18,TWI6,TWI,va,white,heat_skel
20170719,5,30,77,0,0.61,18,WWK1,WWK,ri,white,heat_skel
20170719,6,47,97,0,0.515,18,WWE3,WWE,ri,white,heat_skel
20170719,7,57,159,0,0.642,18,WBC6,WBC,ri,brown,heat_skel
20170719,8,19,54,0,0.648,18,TBF5,TBF,va,brown,heat_skel
20170719,9,77,250,0,0.692,18,TBL5,TBL,va,brown,heat_skel
20170719,10,22,34,0,0,18,TWM4,TWM,va,white,heat_skel
20170719,11,78,159,0,0.509,18,WBO3,WBO,ri,brown,heat_skel
20170719,12,21,37,0,0,18,TWI6,TWI,va,white,heat_skel
20170719,13,43,52,0,0.173,18,WWK1,WWK,ri,white,heat_skel
20170719,14,56,80,0,0.3,18,WWE3,WWE,ri,white,heat_skel
20170719,15,60,165,0,0.636,18,WBC6,WBC,ri,brown,heat_skel
20170719,16,23,68,0,0.662,18,TBF5,TBF,va,brown,heat_skel
20170719,17,56,190,0,0.705,18,TBL5,TBL,va,brown,heat_skel
20170719,18,24,54,0,0.556,18,TWM4,TWM,va,white,heat_skel
20170719,19,67,99,0,0.323,18,WBO3,WBO,ri,brown,heat_skel
20170719,20,19,41,0,0,18,TWI6,TWI,va,white,heat_skel
20170719,21,46,76,0,0.395,18,WWK1,WWK,ri,white,heat_skel
20170719,22,40,80,0,0.5,18,WWE3,WWE,ri,white,heat_skel
20170719,23,64,163,0,0.607,18,WBC6,WBC,ri,brown,heat_skel
20170719,24,30,55,0,0.455,18,TBF5,TBF,va,brown,heat_skel
20170719,25,37,50,0,0.26,22,TBL5,TBL,va,brown,heat_skel
20170719,26,28,35,0,0,22,TWM4,TWM,va,white,heat_skel
20170719,27,90,132,0,0.318,22,WBO3,WBO,ri,brown,heat_skel
20170719,28,30,38,0,0,22,TWI6,TWI,va,white,heat_skel
20170719,29,38,51,0,0.255,22,WWK1,WWK,ri,white,heat_skel
20170719,30,39,58,0,0.328,22,WWE3,WWE,ri,white,heat_skel
20170719,31,50,67,0,0.254,22,WBC6,WBC,ri,brown,heat_skel
20170719,32,31,40,0,0,22,TBF5,TBF,va,brown,heat_skel
20170719,33,64,97,0,0.34,22,TBL5,TBL,va,brown,heat_skel
20170719,34,25,35,0,0,22,TWM4,TWM,va,white,heat_skel
20170719,35,85,112,0,0.241,22,WBO3,WBO,ri,brown,heat_skel
20170719,36,31,42,0,0,22,TWI6,TWI,va,white,heat_skel
20170719,37,37,52,0,0.288,22,WWK1,WWK,ri,white,heat_skel
20170719,38,36,56,0,0.357,22,WWE3,WWE,ri,white,heat_skel
20170719,39,48,58,0,0.172,22,WBC6,WBC,ri,brown,heat_skel
20170719,40,16,37,0,0,22,TBF5,TBF,va,brown,heat_skel
20170719,41,37,52,0,0.288,22,TBL5,TBL,va,brown,heat_skel
20170719,42,32,37,0,0,22,TWM4,TWM,va,white,heat_skel
20170719,43,27,55,0,0.509,22,WBO3,WBO,ri,brown,heat_skel
20170719,44,36,38,0,0,22,TWI6,TWI,va,white,heat_skel
20170719,45,34,46,0,0,22,WWK1,WWK,ri,white,heat_skel
20170719,46,38,52,0,0.269,22,WWE3,WWE,ri,white,heat_skel
20170719,47,42,59,0,0.288,22,WBC6,WBC,ri,brown,heat_skel
20170719,48,19,41,0,0,22,TBF5,TBF,va,brown,heat_skel
20170719,49,72,90,0,0.2,26,TBL5,TBL,va,brown,heat_skel
20170719,50,22,36,0,0,26,TWM4,TWM,va,white,heat_skel
20170719,51,151,181,0,0.166,26,WBO3,WBO,ri,brown,heat_skel
20170719,52,23,46,0,0,26,TWI6,TWI,va,white,heat_skel
20170719,53,37,45,0,0,26,WWK1,WWK,ri,white,heat_skel
20170719,54,36,45,0,0,26,WWE3,WWE,ri,white,heat_skel
20170719,55,37,51,0,0.275,26,WBC6,WBC,ri,brown,heat_skel
20170719,56,19,41,0,0,26,TBF5,TBF,va,brown,heat_skel
20170719,57,32,52,0,0.385,26,TBL5,TBL,va,brown,heat_skel
20170719,58,22,42,0,0,26,TWM4,TWM,va,white,heat_skel
20170719,59,125,162,0,0.228,26,WBO3,WBO,ri,brown,heat_skel
20170719,60,30,44,0,0,26,TWI6,TWI,va,white,heat_skel
20170719,61,33,41,0,0,26,WWK1,WWK,ri,white,heat_skel
20170719,62,28,44,0,0,26,WWE3,WWE,ri,white,heat_skel
20170719,63,67,80,0,0.163,26,WBC6,WBC,ri,brown,heat_skel
20170719,64,32,41,0,0,26,TBF5,TBF,va,brown,heat_skel
20170719,65,34,55,0,0.382,26,TBL5,TBL,va,brown,heat_skel
20170719,66,25,39,0,0,26,TWM4,TWM,va,white,heat_skel
20170719,67,101,136,0,0.257,26,WBO3,WBO,ri,brown,heat_skel
20170719,68,25,33,0,0,26,TWI6,TWI,va,white,heat_skel
20170719,69,58,72,0,0.194,26,WWK1,WWK,ri,white,heat_skel
20170719,70,40,44,0,0,26,WWE3,WWE,ri,white,heat_skel
20170719,71,39,53,0,0.264,26,WBC6,WBC,ri,brown,heat_skel
20170719,72,26,44,0,0,26,TBF5,TBF,va,brown,heat_skel
20170719,73,81,97,0,0.165,29,TBL5,TBL,va,brown,heat_skel
20170719,74,26,35,0,0,29,TWM4,TWM,va,white,heat_skel
20170719,75,147,186,0,0.21,29,WBO3,WBO,ri,brown,heat_skel
20170719,76,24,40,0,0,29,TWI6,TWI,va,white,heat_skel
20170719,77,29,44,0,0,29,WWK1,WWK,ri,white,heat_skel
20170719,78,30,55,0,0.455,29,WWE3,WWE,ri,white,heat_skel
20170719,79,45,62,0,0.274,29,WBC6,WBC,ri,brown,heat_skel
20170719,80,29,36,0,0,29,TBF5,TBF,va,brown,heat_skel
20170719,81,42,52,0,0.192,29,TBL5,TBL,va,brown,heat_skel
20170719,82,17,44,0,0,29,TWM4,TWM,va,white,heat_skel
20170719,83,98,122,0,0.197,29,WBO3,WBO,ri,brown,heat_skel
20170719,84,29,38,0,0,29,TWI6,TWI,va,white,heat_skel
20170719,85,43,60,0,0.283,29,WWK1,WWK,ri,white,heat_skel
20170719,86,32,46,0,0,29,WWE3,WWE,ri,white,heat_skel
20170719,87,70,76,0,0.079,29,WBC6,WBC,ri,brown,heat_skel
20170719,88,32,45,0,0,29,TBF5,TBF,va,brown,heat_skel
20170719,89,37,46,0,0,29,TBL5,TBL,va,brown,heat_skel
20170719,90,21,36,0,0,29,TWM4,TWM,va,white,heat_skel
20170719,91,118,134,0,0.119,29,WBO3,WBO,ri,brown,heat_skel
20170719,92,34,44,0,0,29,TWI6,TWI,va,white,heat_skel
20170719,93,52,59,0,0.119,29,WWK1,WWK,ri,white,heat_skel
20170719,94,25,47,0,0,29,WWE3,WWE,ri,white,heat_skel
20170719,95,38,50,0,0.24,29,WBC6,WBC,ri,brown,heat_skel
20170719,96,25,42,0,0,29,TBF5,TBF,va,brown,heat_skel
20170719,97,24,47,0,0,32,TBL5,TBL,va,brown,heat_skel
20170719,98,22,39,0,0,32,TWM4,TWM,va,white,heat_skel
20170719,99,137,156,0,0.122,32,WBO3,WBO,ri,brown,heat_skel
20170719,100,18,40,0,0,32,TWI6,TWI,va,white,heat_skel
