Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170721,1,50,76,0,0.342,18,WWF2,WWF,ri,white,heat_skel
20170721,2,57,84,0,0.321,18,WBN1,WBN,ri,brown,heat_skel
20170721,3,81,212,0,0.618,18,WWB4,WWB,ri,white,heat_skel
20170721,4,46,105,0,0.562,18,TBG1,TBG,va,brown,heat_skel
20170721,5,50,86,0,0.419,18,TWL2,TWL,va,white,heat_skel
20170721,6,62,110,0,0.436,18,WBB2,WBB,ri,brown,heat_skel
20170721,7,53,117,0,0.547,18,TBM5,TBM,va,brown,heat_skel
20170721,8,62,129,0,0.519,18,TWH3,TWH,va,white,heat_skel
20170721,9,53,81,0,0.346,18,WWF2,WWF,ri,white,heat_skel
20170721,10,31,56,0,0.446,18,WBN1,WBN,ri,brown,heat_skel
20170721,11,75,196,0,0.617,18,WWB4,WWB,ri,white,heat_skel
20170721,12,43,81,0,0.469,18,TBG1,TBG,va,brown,heat_skel
20170721,13,61,107,0,0.43,18,TWL2,TWL,va,white,heat_skel
20170721,14,51,73,0,0.301,18,WBB2,WBB,ri,brown,heat_skel
20170721,15,51,127,0,0.598,18,TBM5,TBM,va,brown,heat_skel
20170721,16,21,45,0,0,18,TWH3,TWH,va,white,heat_skel
20170721,17,51,96,0,0.469,18,WWF2,WWF,ri,white,heat_skel
20170721,18,72,151,0,0.523,18,WBN1,WBN,ri,brown,heat_skel
20170721,19,119,320,0,0.628,18,WWB4,WWB,ri,white,heat_skel
20170721,20,50,121,0,0.587,18,TBG1,TBG,va,brown,heat_skel
20170721,21,48,80,0,0.4,18,TWL2,TWL,va,white,heat_skel
20170721,22,45,59,0,0.237,18,WBB2,WBB,ri,brown,heat_skel
20170721,23,58,115,0,0.496,18,TBM5,TBM,va,brown,heat_skel
20170721,24,31,72,0,0.569,18,TWH3,TWH,va,white,heat_skel
20170721,1,69,85,0,0.188,22,WWF2,WWF,ri,white,heat_skel
20170721,2,48,62,0,0.226,22,WBN1,WBN,ri,brown,heat_skel
20170721,3,53,75,0,0.293,22,WWB4,WWB,ri,white,heat_skel
20170721,4,40,52,0,0.231,22,TBG1,TBG,va,brown,heat_skel
20170721,5,51,59,0,0.136,22,TWL2,TWL,va,white,heat_skel
20170721,6,36,51,0,0.294,22,WBB2,WBB,ri,brown,heat_skel
20170721,7,44,61,0,0.279,22,TBM5,TBM,va,brown,heat_skel
20170721,8,28,42,0,0,22,TWH3,TWH,va,white,heat_skel
20170721,9,70,87,0,0.195,22,WWF2,WWF,ri,white,heat_skel
20170721,10,44,54,0,0.185,22,WBN1,WBN,ri,brown,heat_skel
20170721,11,28,52,0,0.462,22,WWB4,WWB,ri,white,heat_skel
20170721,12,30,51,0,0.412,22,TBG1,TBG,va,brown,heat_skel
20170721,13,63,99,0,0.364,22,TWL2,TWL,va,white,heat_skel
20170721,14,55,67,0,0.179,22,WBB2,WBB,ri,brown,heat_skel
20170721,15,36,65,0,0.446,22,TBM5,TBM,va,brown,heat_skel
20170721,16,55,65,0,0.154,22,TWH3,TWH,va,white,heat_skel
20170721,17,79,101,0,0.218,22,WWF2,WWF,ri,white,heat_skel
20170721,18,36,48,0,0,22,WBN1,WBN,ri,brown,heat_skel
20170721,19,60,76,0,0.211,22,WWB4,WWB,ri,white,heat_skel
20170721,20,25,56,0,0.554,22,TBG1,TBG,va,brown,heat_skel
20170721,21,38,50,0,0.24,22,TWL2,TWL,va,white,heat_skel
20170721,22,37,44,0,0,22,WBB2,WBB,ri,brown,heat_skel
20170721,23,51,65,0,0.215,22,TBM5,TBM,va,brown,heat_skel
20170721,24,27,36,0,0,22,TWH3,TWH,va,white,heat_skel
20170721,25,46,55,0,0.164,26,WWF2,WWF,ri,white,heat_skel
20170721,26,45,53,0,0.151,26,WBN1,WBN,ri,brown,heat_skel
20170721,27,31,42,0,0,26,WWB4,WWB,ri,white,heat_skel
20170721,28,41,57,0,0.281,26,TBG1,TBG,va,brown,heat_skel
20170721,29,47,60,0,0.217,26,TWL2,TWL,va,white,heat_skel
20170721,30,28,47,0,0,26,WBB2,WBB,ri,brown,heat_skel
20170721,31,36,47,0,0,26,TBM5,TBM,va,brown,heat_skel
20170721,32,44,50,0,0.12,26,TWH3,TWH,va,white,heat_skel
20170721,33,84,109,0,0.229,26,WWF2,WWF,ri,white,heat_skel
20170721,34,26,48,0,0,26,WBN1,WBN,ri,brown,heat_skel
20170721,35,39,76,0,0.487,26,WWB4,WWB,ri,white,heat_skel
20170721,36,31,46,0,0,26,TBG1,TBG,va,brown,heat_skel
20170721,37,43,62,0,0.306,26,TWL2,TWL,va,white,heat_skel
20170721,38,29,50,0,0.42,26,WBB2,WBB,ri,brown,heat_skel
20170721,39,29,53,0,0.453,26,TBM5,TBM,va,brown,heat_skel
20170721,40,28,36,0,0,26,TWH3,TWH,va,white,heat_skel
20170721,41,65,80,0,0.188,26,WWF2,WWF,ri,white,heat_skel
20170721,42,29,38,0,0,26,WBN1,WBN,ri,brown,heat_skel
20170721,43,54,77,0,0.299,26,WWB4,WWB,ri,white,heat_skel
20170721,44,33,51,0,0.353,26,TBG1,TBG,va,brown,heat_skel
20170721,45,54,60,0,0.1,26,TWL2,TWL,va,white,heat_skel
20170721,46,51,72,0,0.292,26,WBB2,WBB,ri,brown,heat_skel
20170721,47,33,48,0,0,26,TBM5,TBM,va,brown,heat_skel
20170721,48,46,55,0,0.164,26,TWH3,TWH,va,white,heat_skel
20170721,49,55,68,0,0.191,29,WWF2,WWF,ri,white,heat_skel
20170721,50,34,47,0,0,29,WBN1,WBN,ri,brown,heat_skel
20170721,51,60,85,0,0.294,29,WWB4,WWB,ri,white,heat_skel
20170721,52,28,51,0,0.451,29,TBG1,TBG,va,brown,heat_skel
20170721,53,46,65,0,0.292,29,TWL2,TWL,va,white,heat_skel
20170721,54,31,53,0,0.415,29,WBB2,WBB,ri,brown,heat_skel
20170721,55,35,48,0,0,29,TBM5,TBM,va,brown,heat_skel
20170721,56,22,38,0,0,29,TWH3,TWH,va,white,heat_skel
20170721,57,75,86,0,0.128,29,WWF2,WWF,ri,white,heat_skel
20170721,58,29,44,0,0,29,WBN1,WBN,ri,brown,heat_skel
20170721,59,46,66,0,0.303,29,WWB4,WWB,ri,white,heat_skel
20170721,60,37,49,0,0,29,TBG1,TBG,va,brown,heat_skel
20170721,61,46,60,0,0.233,29,TWL2,TWL,va,white,heat_skel
20170721,62,54,73,0,0.26,29,WBB2,WBB,ri,brown,heat_skel
20170721,63,26,50,0,0.48,29,TBM5,TBM,va,brown,heat_skel
20170721,64,34,44,0,0,29,TWH3,TWH,va,white,heat_skel
20170721,65,59,77,0,0.234,29,WWF2,WWF,ri,white,heat_skel
20170721,66,26,40,0,0,29,WBN1,WBN,ri,brown,heat_skel
20170721,67,43,66,0,0.348,29,WWB4,WWB,ri,white,heat_skel
20170721,68,28,48,0,0,29,TBG1,TBG,va,brown,heat_skel
20170721,69,40,57,0,0.298,29,TWL2,TWL,va,white,heat_skel
20170721,70,32,40,0,0,29,WBB2,WBB,ri,brown,heat_skel
20170721,71,43,47,0,0,29,TBM5,TBM,va,brown,heat_skel
20170721,72,26,38,0,0,29,TWH3,TWH,va,white,heat_skel
20170721,73,40,58,0,0.31,32,WWF2,WWF,ri,white,heat_skel
20170721,74,27,51,0,0.471,32,WBN1,WBN,ri,brown,heat_skel
20170721,75,44,57,0,0.228,32,WWB4,WWB,ri,white,heat_skel
20170721,76,41,52,0,0.212,32,TBG1,TBG,va,brown,heat_skel
20170721,77,58,78,0,0.256,32,TWL2,TWL,va,white,heat_skel
20170721,78,51,57,0,0.105,32,WBB2,WBB,ri,brown,heat_skel
20170721,79,40,47,0,0,32,TBM5,TBM,va,brown,heat_skel
20170721,80,19,38,0,0,32,TWH3,TWH,va,white,heat_skel
20170721,81,43,54,0,0.204,32,WWF2,WWF,ri,white,heat_skel
20170721,82,32,46,0,0,32,WBN1,WBN,ri,brown,heat_skel
20170721,83,40,56,0,0.286,32,WWB4,WWB,ri,white,heat_skel
20170721,84,37,55,0,0.327,32,TBG1,TBG,va,brown,heat_skel
20170721,85,52,68,0,0.235,32,TWL2,TWL,va,white,heat_skel
20170721,86,24,47,0,0,32,WBB2,WBB,ri,brown,heat_skel
20170721,87,33,50,0,0.34,32,TBM5,TBM,va,brown,heat_skel
20170721,88,30,38,0,0,32,TWH3,TWH,va,white,heat_skel
20170721,89,49,54,0,0.093,32,WWF2,WWF,ri,white,heat_skel
20170721,90,27,41,0,0,32,WBN1,WBN,ri,brown,heat_skel
20170721,91,50,70,0,0.286,32,WWB4,WWB,ri,white,heat_skel
20170721,92,23,45,0,0,32,TBG1,TBG,va,brown,heat_skel
20170721,93,45,59,0,0.237,32,TWL2,TWL,va,white,heat_skel
20170721,94,46,50,0,0.08,32,WBB2,WBB,ri,brown,heat_skel
20170721,95,19,46,0,0,32,TBM5,TBM,va,brown,heat_skel
20170721,96,21,45,0,0,32,TWH3,TWH,va,white,heat_skel
