Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170725,1,40,77,0,0.481,18,WBC3,WBC,ri,brown,cold_skel
20170725,2,27,42,0,0,18,TWI5,TWI,va,white,cold_skel
20170725,3,44,81,0,0.457,18,WWE1,WWE,ri,white,cold_skel
20170725,4,28,51,0,0.451,18,TWM3,TWM,va,white,cold_skel
20170725,5,122,297,0,0.589,18,WBO4,WBO,ri,brown,cold_skel
20170725,6,45,76,0,0.408,18,TBL6,TBL,va,brown,cold_skel
20170725,7,32,51,0,0.373,18,WWK3,WWK,ri,white,cold_skel
20170725,8,26,47,0,0,18,TBF1,TBF,va,brown,cold_skel
20170725,9,84,192,0,0.563,18,WBC3,WBC,ri,brown,cold_skel
20170725,10,24,47,0,0,18,TWI5,TWI,va,white,cold_skel
20170725,11,52,88,0,0.409,18,WWE1,WWE,ri,white,cold_skel
20170725,12,34,42,0,0,18,TWM3,TWM,va,white,cold_skel
20170725,13,109,249,0,0.562,18,WBO4,WBO,ri,brown,cold_skel
20170725,14,41,76,0,0.461,18,TBL6,TBL,va,brown,cold_skel
20170725,15,39,52,0,0.25,18,WWK3,WWK,ri,white,cold_skel
20170725,16,44,70,0,0.371,18,TBF1,TBF,va,brown,cold_skel
20170725,17,43,117,0,0.632,18,WBC3,WBC,ri,brown,cold_skel
20170725,18,24,44,0,0,18,TWI5,TWI,va,white,cold_skel
20170725,19,43,80,0,0.463,18,WWE1,WWE,ri,white,cold_skel
20170725,20,21,46,0,0,18,TWM3,TWM,va,white,cold_skel
20170725,21,123,245,0,0.498,18,WBO4,WBO,ri,brown,cold_skel
20170725,22,47,91,0,0.484,18,TBL6,TBL,va,brown,cold_skel
20170725,23,32,51,0,0.373,18,WWK3,WWK,ri,white,cold_skel
20170725,24,92,119,0,0.227,18,TBF1,TBF,va,brown,cold_skel
20170725,25,67,72,0,0.069,15,WBC3,WBC,ri,brown,cold_skel
20170725,26,25,38,0,0,15,TWI5,TWI,va,white,cold_skel
20170725,27,25,41,0,0,15,WWE1,WWE,ri,white,cold_skel
20170725,28,28,41,0,0,15,TWM3,TWM,va,white,cold_skel
20170725,29,68,85,0,0.2,15,WBO4,WBO,ri,brown,cold_skel
20170725,30,39,65,0,0.4,15,TBL6,TBL,va,brown,cold_skel
20170725,31,31,51,0,0.392,15,WWK3,WWK,ri,white,cold_skel
20170725,32,53,78,0,0.321,15,TBF1,TBF,va,brown,cold_skel
20170725,33,38,49,0,0,15,WBC3,WBC,ri,brown,cold_skel
20170725,34,36,41,0,0,15,TWI5,TWI,va,white,cold_skel
20170725,35,27,39,0,0,15,WWE1,WWE,ri,white,cold_skel
20170725,36,20,39,0,0,15,TWM3,TWM,va,white,cold_skel
20170725,37,78,110,0,0.291,15,WBO4,WBO,ri,brown,cold_skel
20170725,38,41,62,0,0.339,15,TBL6,TBL,va,brown,cold_skel
20170725,39,46,56,0,0.179,15,WWK3,WWK,ri,white,cold_skel
20170725,40,26,40,0,0,15,TBF1,TBF,va,brown,cold_skel
20170725,41,24,40,0,0,15,WBC3,WBC,ri,brown,cold_skel
20170725,42,33,37,0,0,15,TWI5,TWI,va,white,cold_skel
20170725,43,31,36,0,0,15,WWE1,WWE,ri,white,cold_skel
20170725,44,29,42,0,0,15,TWM3,TWM,va,white,cold_skel
20170725,45,72,88,0,0.182,15,WBO4,WBO,ri,brown,cold_skel
20170725,46,50,64,0,0.219,15,TBL6,TBL,va,brown,cold_skel
20170725,47,41,57,0,0.281,15,WWK3,WWK,ri,white,cold_skel
20170725,48,19,39,0,0,15,TBF1,TBF,va,brown,cold_skel
20170725,49,42,56,0,0.25,12,WBC3,WBC,ri,brown,cold_skel
20170725,50,26,42,0,0,12,TWI5,TWI,va,white,cold_skel
20170725,51,44,54,0,0.185,12,WWE1,WWE,ri,white,cold_skel
20170725,52,26,39,0,0,12,TWM3,TWM,va,white,cold_skel
20170725,53,82,101,0,0.188,12,WBO4,WBO,ri,brown,cold_skel
20170725,54,48,66,0,0.273,12,TBL6,TBL,va,brown,cold_skel
20170725,55,39,48,0,0,12,WWK3,WWK,ri,white,cold_skel
20170725,56,32,41,0,0,12,TBF1,TBF,va,brown,cold_skel
20170725,57,35,46,0,0,12,WBC3,WBC,ri,brown,cold_skel
20170725,58,28,44,0,0,12,TWI5,TWI,va,white,cold_skel
20170725,59,32,45,0,0,12,WWE1,WWE,ri,white,cold_skel
20170725,60,19,41,0,0,12,TWM3,TWM,va,white,cold_skel
20170725,61,69,81,0,0.148,12,WBO4,WBO,ri,brown,cold_skel
20170725,62,56,86,0,0.349,12,TBL6,TBL,va,brown,cold_skel
20170725,63,44,61,0,0.279,12,WWK3,WWK,ri,white,cold_skel
20170725,64,72,92,0,0.217,12,TBF1,TBF,va,brown,cold_skel
20170725,65,36,41,0,0,12,WBC3,WBC,ri,brown,cold_skel
20170725,66,31,44,0,0,12,TWI5,TWI,va,white,cold_skel
20170725,67,32,43,0,0,12,WWE1,WWE,ri,white,cold_skel
20170725,68,24,39,0,0,12,TWM3,TWM,va,white,cold_skel
20170725,69,61,83,0,0.265,12,WBO4,WBO,ri,brown,cold_skel
20170725,70,46,68,0,0.324,12,TBL6,TBL,va,brown,cold_skel
20170725,71,32,50,0,0.36,12,WWK3,WWK,ri,white,cold_skel
20170725,72,34,46,0,0,12,TBF1,TBF,va,brown,cold_skel
20170725,73,35,62,0,0.435,9,WBC3,WBC,ri,brown,cold_skel
20170725,74,25,40,0,0,9,TWI5,TWI,va,white,cold_skel
20170725,75,41,54,0,0.241,9,WWE1,WWE,ri,white,cold_skel
20170725,76,26,45,0,0,9,TWM3,TWM,va,white,cold_skel
20170725,77,59,80,0,0.263,9,WBO4,WBO,ri,brown,cold_skel
20170725,78,83,101,0,0.178,9,TBL6,TBL,va,brown,cold_skel
20170725,79,45,56,0,0.196,9,WWK3,WWK,ri,white,cold_skel
20170725,80,42,53,0,0.208,9,TBF1,TBF,va,brown,cold_skel
20170725,81,35,52,0,0.327,9,WBC3,WBC,ri,brown,cold_skel
20170725,82,35,41,0,0,9,TWI5,TWI,va,white,cold_skel
20170725,83,38,47,0,0,9,WWE1,WWE,ri,white,cold_skel
20170725,84,30,43,0,0,9,TWM3,TWM,va,white,cold_skel
20170725,85,63,78,0,0.192,9,WBO4,WBO,ri,brown,cold_skel
20170725,86,52,62,0,0.161,9,TBL6,TBL,va,brown,cold_skel
20170725,87,41,52,0,0.212,9,WWK3,WWK,ri,white,cold_skel
20170725,88,100,121,0,0.174,9,TBF1,TBF,va,brown,cold_skel
20170725,89,51,59,0,0.136,9,WBC3,WBC,ri,brown,cold_skel
20170725,90,30,38,0,0,9,TWI5,TWI,va,white,cold_skel
20170725,91,35,43,0,0,9,WWE1,WWE,ri,white,cold_skel
20170725,92,27,37,0,0,9,TWM3,TWM,va,white,cold_skel
20170725,93,59,81,0,0.272,9,WBO4,WBO,ri,brown,cold_skel
20170725,94,55,65,0,0.154,9,TBL6,TBL,va,brown,cold_skel
20170725,95,44,50,0,0.12,9,WWK3,WWK,ri,white,cold_skel
20170725,96,28,48,0,0,9,TBF1,TBF,va,brown,cold_skel
20170725,97,104,111,0,0.063,6,WBC3,WBC,ri,brown,cold_skel
20170725,98,35,44,0,0,6,TWI5,TWI,va,white,cold_skel
20170725,99,36,50,0,0.28,6,WWE1,WWE,ri,white,cold_skel
20170725,100,27,40,0,0,6,TWM3,TWM,va,white,cold_skel
20170725,101,57,71,0,0.197,6,WBO4,WBO,ri,brown,cold_skel
20170725,102,46,60,0,0.233,6,TBL6,TBL,va,brown,cold_skel
20170725,103,37,50,0,0.26,6,WWK3,WWK,ri,white,cold_skel
20170725,104,30,45,0,0,6,TBF1,TBF,va,brown,cold_skel
20170725,105,32,49,0,0,6,WBC3,WBC,ri,brown,cold_skel
20170725,106,25,38,0,0,6,TWI5,TWI,va,white,cold_skel
20170725,107,57,72,0,0.208,6,WWE1,WWE,ri,white,cold_skel
20170725,108,22,40,0,0,6,TWM3,TWM,va,white,cold_skel
20170725,109,66,94,0,0.298,6,WBO4,WBO,ri,brown,cold_skel
20170725,110,92,107,0,0.14,6,TBL6,TBL,va,brown,cold_skel
20170725,111,60,67,0,0.104,6,WWK3,WWK,ri,white,cold_skel
20170725,112,33,51,0,0.353,6,TBF1,TBF,va,brown,cold_skel
20170725,113,35,48,0,0,6,WBC3,WBC,ri,brown,cold_skel
20170725,114,28,38,0,0,6,TWI5,TWI,va,white,cold_skel
20170725,115,37,52,0,0.288,6,WWE1,WWE,ri,white,cold_skel
20170725,116,25,42,0,0,6,TWM3,TWM,va,white,cold_skel
20170725,117,73,78,0,0.064,6,WBO4,WBO,ri,brown,cold_skel
20170725,118,48,71,0,0.324,6,TBL6,TBL,va,brown,cold_skel
20170725,119,44,48,0,0,6,WWK3,WWK,ri,white,cold_skel
20170725,120,24,45,0,0,6,TBF1,TBF,va,brown,cold_skel
