Date,No.,1:F,1:Fm',1:PAR,FvFm,temp,ID,genotype,origin,color,ramptype
20170726,1,66,121,0,0.455,18,TBM3,TBM,va,brown,cold_skel
20170726,2,112,233,0,0.519,18,TWH4,TWH,va,white,cold_skel
20170726,3,47,82,0,0.427,18,WBB1,WBB,ri,brown,cold_skel
20170726,4,66,130,0,0.492,18,WBJ2,WBJ,ri,brown,cold_skel
20170726,5,46,88,0,0.477,18,TBG3,TBG,va,brown,cold_skel
20170726,6,40,60,0,0.333,18,WWH1,WWH,ri,white,cold_skel
20170726,7,62,144,0,0.569,18,TWL3,TWL,va,white,cold_skel
20170726,8,54,103,0,0.476,18,WWB2,WWB,ri,white,cold_skel
20170726,9,52,116,0,0.552,18,TBM3,TBM,va,brown,cold_skel
20170726,10,52,85,0,0.388,18,TWH4,TWH,va,white,cold_skel
20170726,11,69,113,0,0.389,18,WBB1,WBB,ri,brown,cold_skel
20170726,12,47,88,0,0.466,18,WBJ2,WBJ,ri,brown,cold_skel
20170726,13,55,103,0,0.466,18,TBG3,TBG,va,brown,cold_skel
20170726,14,44,92,0,0.522,18,WWH1,WWH,ri,white,cold_skel
20170726,15,56,118,0,0.525,18,TWL3,TWL,va,white,cold_skel
20170726,16,57,110,0,0.482,18,WWB2,WWB,ri,white,cold_skel
20170726,17,92,185,0,0.503,18,TBM3,TBM,va,brown,cold_skel
20170726,18,64,127,0,0.496,18,TWH4,TWH,va,white,cold_skel
20170726,19,66,105,0,0.371,18,WBB1,WBB,ri,brown,cold_skel
20170726,20,63,110,0,0.427,18,WBJ2,WBJ,ri,brown,cold_skel
20170726,21,38,96,0,0.604,18,TBG3,TBG,va,brown,cold_skel
20170726,22,69,110,0,0.373,18,WWH1,WWH,ri,white,cold_skel
20170726,23,89,197,0,0.548,18,TWL3,TWL,va,white,cold_skel
20170726,24,64,120,0,0.467,18,WWB2,WWB,ri,white,cold_skel
20170726,25,40,64,0,0.375,15,TBM3,TBM,va,brown,cold_skel
20170726,26,40,51,0,0.216,15,TWH4,TWH,va,white,cold_skel
20170726,27,34,65,0,0.477,15,WBB1,WBB,ri,brown,cold_skel
20170726,28,45,57,0,0.211,15,WBJ2,WBJ,ri,brown,cold_skel
20170726,29,50,54,0,0.074,15,TBG3,TBG,va,brown,cold_skel
20170726,30,36,53,0,0.321,15,WWH1,WWH,ri,white,cold_skel
20170726,31,63,70,0,0.1,15,TWL3,TWL,va,white,cold_skel
20170726,32,45,60,0,0.25,15,WWB2,WWB,ri,white,cold_skel
20170726,33,48,59,0,0.186,15,TBM3,TBM,va,brown,cold_skel
20170726,34,31,61,0,0.492,15,TWH4,TWH,va,white,cold_skel
20170726,35,45,67,0,0.328,15,WBB1,WBB,ri,brown,cold_skel
20170726,36,59,83,0,0.289,15,WBJ2,WBJ,ri,brown,cold_skel
20170726,37,40,49,0,0,15,TBG3,TBG,va,brown,cold_skel
20170726,38,34,45,0,0,15,WWH1,WWH,ri,white,cold_skel
20170726,39,52,69,0,0.246,15,TWL3,TWL,va,white,cold_skel
20170726,40,40,66,0,0.394,15,WWB2,WWB,ri,white,cold_skel
20170726,41,33,57,0,0.421,15,TBM3,TBM,va,brown,cold_skel
20170726,42,32,52,0,0.385,15,TWH4,TWH,va,white,cold_skel
20170726,43,41,51,0,0.196,15,WBB1,WBB,ri,brown,cold_skel
20170726,44,40,57,0,0.298,15,WBJ2,WBJ,ri,brown,cold_skel
20170726,45,40,50,0,0.2,15,TBG3,TBG,va,brown,cold_skel
20170726,46,32,52,0,0.385,15,WWH1,WWH,ri,white,cold_skel
20170726,47,48,69,0,0.304,15,TWL3,TWL,va,white,cold_skel
20170726,48,33,53,0,0.377,15,WWB2,WWB,ri,white,cold_skel
20170726,49,56,72,0,0.222,12,TBM3,TBM,va,brown,cold_skel
20170726,50,49,63,0,0.222,12,TWH4,TWH,va,white,cold_skel
20170726,51,40,50,0,0.2,12,WBB1,WBB,ri,brown,cold_skel
20170726,52,49,62,0,0.21,12,WBJ2,WBJ,ri,brown,cold_skel
20170726,53,48,49,0,0,12,TBG3,TBG,va,brown,cold_skel
20170726,54,43,61,0,0.295,12,WWH1,WWH,ri,white,cold_skel
20170726,55,38,66,0,0.424,12,TWL3,TWL,va,white,cold_skel
20170726,56,44,54,0,0.185,12,WWB2,WWB,ri,white,cold_skel
20170726,57,40,61,0,0.344,12,TBM3,TBM,va,brown,cold_skel
20170726,58,42,56,0,0.25,12,TWH4,TWH,va,white,cold_skel
20170726,59,38,52,0,0.269,12,WBB1,WBB,ri,brown,cold_skel
20170726,60,34,49,0,0,12,WBJ2,WBJ,ri,brown,cold_skel
20170726,61,35,47,0,0,12,TBG3,TBG,va,brown,cold_skel
20170726,62,33,45,0,0,12,WWH1,WWH,ri,white,cold_skel
20170726,63,56,72,0,0.222,12,TWL3,TWL,va,white,cold_skel
20170726,64,42,58,0,0.276,12,WWB2,WWB,ri,white,cold_skel
20170726,65,42,69,0,0.391,12,TBM3,TBM,va,brown,cold_skel
20170726,66,60,72,0,0.167,12,TWH4,TWH,va,white,cold_skel
20170726,67,35,51,0,0.314,12,WBB1,WBB,ri,brown,cold_skel
