RecNum	DateTime	HeatRampSkeleton07172017
30	07/17/17 08:24:05	19.567
31	07/17/17 08:25:05	19.567
32	07/17/17 08:26:05	19.472
33	07/17/17 08:27:05	19.472
34	07/17/17 08:28:05	19.472
35	07/17/17 08:29:05	19.567
36	07/17/17 08:30:05	19.472
37	07/17/17 08:31:05	19.472
38	07/17/17 08:32:05	19.472
39	07/17/17 08:33:05	19.472
40	07/17/17 08:34:05	19.472
41	07/17/17 08:35:05	19.472
42	07/17/17 08:36:05	19.472
43	07/17/17 08:37:05	19.472
44	07/17/17 08:38:05	19.472
45	07/17/17 08:39:05	19.472
46	07/17/17 08:40:05	19.472
47	07/17/17 08:41:05	19.472
48	07/17/17 08:42:05	19.472
49	07/17/17 08:43:05	19.472
50	07/17/17 08:44:05	19.472
51	07/17/17 08:45:05	19.472
52	07/17/17 08:46:05	19.472
53	07/17/17 08:47:05	19.472
54	07/17/17 08:48:05	19.472
55	07/17/17 08:49:05	19.472
56	07/17/17 08:50:05	19.472
57	07/17/17 08:51:05	19.472
58	07/17/17 08:52:05	19.472
59	07/17/17 08:53:05	19.472
60	07/17/17 08:54:05	19.472
61	07/17/17 08:55:05	19.472
62	07/17/17 08:56:05	19.567
63	07/17/17 08:57:05	19.567
64	07/17/17 08:58:05	19.662
65	07/17/17 08:59:05	19.662
66	07/17/17 09:00:05	19.662
67	07/17/17 09:01:05	19.662
68	07/17/17 09:02:05	19.662
69	07/17/17 09:03:05	19.662
70	07/17/17 09:04:05	19.662
71	07/17/17 09:05:05	19.662
72	07/17/17 09:06:05	19.662
73	07/17/17 09:07:05	19.662
74	07/17/17 09:08:05	19.662
75	07/17/17 09:09:05	19.662
76	07/17/17 09:10:05	19.662
77	07/17/17 09:11:05	19.662
78	07/17/17 09:12:05	19.662
79	07/17/17 09:13:05	19.662
80	07/17/17 09:14:05	19.662
81	07/17/17 09:15:05	19.662
82	07/17/17 09:16:05	19.662
83	07/17/17 09:17:05	19.662
84	07/17/17 09:18:05	19.567
85	07/17/17 09:19:05	19.567
86	07/17/17 09:20:05	19.567
87	07/17/17 09:21:05	19.567
88	07/17/17 09:22:05	19.567
89	07/17/17 09:23:05	19.662
90	07/17/17 09:24:05	19.758
91	07/17/17 09:25:05	19.853
92	07/17/17 09:26:05	19.948
93	07/17/17 09:27:05	20.138
94	07/17/17 09:28:05	20.234
95	07/17/17 09:29:05	20.424
96	07/17/17 09:30:05	20.519
97	07/17/17 09:31:05	20.710
98	07/17/17 09:32:05	20.901
99	07/17/17 09:33:05	20.996
100	07/17/17 09:34:05	21.187
101	07/17/17 09:35:05	21.378
102	07/17/17 09:36:05	21.569
103	07/17/17 09:37:05	21.760
104	07/17/17 09:38:05	21.855
105	07/17/17 09:39:05	22.046
106	07/17/17 09:40:05	22.238
107	07/17/17 09:41:05	22.429
108	07/17/17 09:42:05	22.525
109	07/17/17 09:43:05	22.717
110	07/17/17 09:44:05	22.908
111	07/17/17 09:45:05	23.004
112	07/17/17 09:46:05	23.196
113	07/17/17 09:47:05	23.388
114	07/17/17 09:48:05	23.484
115	07/17/17 09:49:05	23.581
116	07/17/17 09:50:05	23.581
117	07/17/17 09:51:05	23.677
118	07/17/17 09:52:05	23.677
119	07/17/17 09:53:05	23.677
120	07/17/17 09:54:05	23.677
121	07/17/17 09:55:05	23.677
122	07/17/17 09:56:05	23.677
123	07/17/17 09:57:05	23.677
124	07/17/17 09:58:05	23.773
125	07/17/17 09:59:05	23.773
126	07/17/17 10:00:05	23.773
127	07/17/17 10:01:05	23.677
128	07/17/17 10:02:05	23.677
129	07/17/17 10:03:05	23.677
130	07/17/17 10:04:05	23.677
131	07/17/17 10:05:05	23.581
132	07/17/17 10:06:05	23.581
133	07/17/17 10:07:05	23.581
