RecNum	DateTime	HeatRampSkeleton07182017
88	07/18/17 09:14:57	20.043
89	07/18/17 09:15:57	20.234
90	07/18/17 09:16:57	20.329
91	07/18/17 09:17:57	20.519
92	07/18/17 09:18:57	20.710
93	07/18/17 09:19:57	20.805
94	07/18/17 09:20:57	20.996
95	07/18/17 09:21:57	21.187
96	07/18/17 09:22:57	21.378
97	07/18/17 09:23:57	21.569
98	07/18/17 09:24:57	21.760
99	07/18/17 09:25:57	21.855
100	07/18/17 09:26:57	22.046
101	07/18/17 09:27:57	22.238
102	07/18/17 09:28:57	22.429
103	07/18/17 09:29:57	22.621
104	07/18/17 09:30:57	22.717
105	07/18/17 09:31:57	22.908
106	07/18/17 09:32:57	23.100
107	07/18/17 09:33:57	23.292
108	07/18/17 09:34:57	23.388
109	07/18/17 09:35:57	23.484
110	07/18/17 09:36:57	23.484
111	07/18/17 09:37:57	23.581
112	07/18/17 09:38:57	23.581
113	07/18/17 09:39:57	23.677
114	07/18/17 09:40:57	23.677
115	07/18/17 09:41:57	23.677
116	07/18/17 09:42:57	23.677
117	07/18/17 09:43:57	23.677
118	07/18/17 09:44:57	23.677
119	07/18/17 09:45:57	23.677
120	07/18/17 09:46:57	23.581
121	07/18/17 09:47:57	23.581
122	07/18/17 09:48:57	23.581
123	07/18/17 09:49:57	23.581
124	07/18/17 09:50:57	23.581
125	07/18/17 09:51:57	23.581
126	07/18/17 09:52:57	23.484
127	07/18/17 09:53:57	23.484
128	07/18/17 09:54:57	23.484
129	07/18/17 09:55:57	23.484
130	07/18/17 09:56:57	23.484
131	07/18/17 09:57:57	23.484
132	07/18/17 09:58:57	23.484
133	07/18/17 09:59:57	23.484
134	07/18/17 10:00:57	23.484
135	07/18/17 10:01:57	23.484
136	07/18/17 10:02:57	23.484
137	07/18/17 10:03:57	23.388
138	07/18/17 10:04:57	23.484
139	07/18/17 10:05:57	23.484
140	07/18/17 10:06:57	23.388
141	07/18/17 10:07:57	23.388
142	07/18/17 10:08:57	23.388
143	07/18/17 10:09:57	23.388
144	07/18/17 10:10:57	23.388
145	07/18/17 10:11:57	23.388
146	07/18/17 10:12:57	23.388
147	07/18/17 10:13:57	23.388
148	07/18/17 10:14:57	23.388
149	07/18/17 10:15:57	23.388
150	07/18/17 10:16:57	23.388
151	07/18/17 10:17:57	23.388
152	07/18/17 10:18:57	23.388
153	07/18/17 10:19:57	23.388
154	07/18/17 10:20:57	23.388
155	07/18/17 10:21:57	23.388
156	07/18/17 10:22:57	23.388
157	07/18/17 10:23:57	23.388
158	07/18/17 10:24:57	23.388
159	07/18/17 10:25:57	23.484
160	07/18/17 10:26:57	23.581
161	07/18/17 10:27:57	23.581
162	07/18/17 10:28:57	23.677
163	07/18/17 10:29:57	23.677
164	07/18/17 10:30:57	23.677
165	07/18/17 10:31:57	23.677
166	07/18/17 10:32:57	23.677
167	07/18/17 10:33:57	23.677
168	07/18/17 10:34:57	23.677
169	07/18/17 10:35:57	23.677
170	07/18/17 10:36:57	23.677
171	07/18/17 10:37:57	23.677
172	07/18/17 10:38:57	23.677
173	07/18/17 10:39:57	23.677
174	07/18/17 10:40:57	23.677
175	07/18/17 10:41:57	23.677
176	07/18/17 10:42:57	23.677
177	07/18/17 10:43:57	23.677
178	07/18/17 10:44:57	23.677
179	07/18/17 10:45:57	23.677
180	07/18/17 10:46:57	23.677
181	07/18/17 10:47:57	23.677
182	07/18/17 10:48:57	23.581
183	07/18/17 10:49:57	23.484
184	07/18/17 10:50:57	23.484
185	07/18/17 10:51:57	23.484
186	07/18/17 10:52:57	23.484
187	07/18/17 10:53:57	23.581
188	07/18/17 10:54:57	23.581
189	07/18/17 10:55:57	23.677
190	07/18/17 10:56:57	23.773
191	07/18/17 10:57:57	23.869
192	07/18/17 10:58:57	23.966
193	07/18/17 10:59:57	24.158
194	07/18/17 11:00:57	24.255
195	07/18/17 11:01:57	24.448
196	07/18/17 11:02:57	24.545
197	07/18/17 11:03:57	24.738
198	07/18/17 11:04:57	24.835
199	07/18/17 11:05:57	25.028
200	07/18/17 11:06:57	25.125
201	07/18/17 11:07:57	25.319
202	07/18/17 11:08:57	25.513
203	07/18/17 11:09:57	25.610
204	07/18/17 11:10:57	25.805
205	07/18/17 11:11:57	25.902
206	07/18/17 11:12:57	26.097
207	07/18/17 11:13:57	26.195
208	07/18/17 11:14:57	26.390
209	07/18/17 11:15:57	26.488
210	07/18/17 11:16:57	26.683
211	07/18/17 11:17:57	26.781
212	07/18/17 11:18:57	26.977
213	07/18/17 11:19:57	27.075
214	07/18/17 11:20:57	27.272
215	07/18/17 11:21:57	27.370
216	07/18/17 11:22:57	27.468
217	07/18/17 11:23:57	27.567
218	07/18/17 11:24:57	27.567
219	07/18/17 11:25:57	27.567
220	07/18/17 11:26:57	27.567
221	07/18/17 11:27:57	27.567
222	07/18/17 11:28:57	27.567
223	07/18/17 11:29:57	27.567
224	07/18/17 11:30:57	27.567
225	07/18/17 11:31:57	27.567
226	07/18/17 11:32:57	27.567
227	07/18/17 11:33:57	27.567
228	07/18/17 11:34:57	27.567
229	07/18/17 11:35:57	27.567
230	07/18/17 11:36:57	27.468
231	07/18/17 11:37:57	27.468
232	07/18/17 11:38:57	27.468
233	07/18/17 11:39:57	27.468
234	07/18/17 11:40:57	27.468
235	07/18/17 11:41:57	27.468
236	07/18/17 11:42:57	27.468
237	07/18/17 11:43:57	27.370
238	07/18/17 11:44:57	27.370
239	07/18/17 11:45:57	27.370
240	07/18/17 11:46:57	27.370
241	07/18/17 11:47:57	27.370
242	07/18/17 11:48:57	27.370
243	07/18/17 11:49:57	27.370
244	07/18/17 11:50:57	27.370
245	07/18/17 11:51:57	27.370
246	07/18/17 11:52:57	27.370
247	07/18/17 11:53:57	27.370
248	07/18/17 11:54:57	27.370
249	07/18/17 11:55:57	27.370
250	07/18/17 11:56:57	27.370
251	07/18/17 11:57:57	27.370
252	07/18/17 11:58:57	27.370
253	07/18/17 11:59:57	27.370
254	07/18/17 12:00:57	27.370
255	07/18/17 12:01:57	27.370
256	07/18/17 12:02:57	27.370
257	07/18/17 12:03:57	27.370
258	07/18/17 12:04:57	27.370
259	07/18/17 12:05:57	27.370
260	07/18/17 12:06:57	27.370
261	07/18/17 12:07:57	27.370
262	07/18/17 12:08:57	27.370
263	07/18/17 12:09:57	27.370
264	07/18/17 12:10:57	27.370
265	07/18/17 12:11:57	27.468
266	07/18/17 12:12:57	27.567
267	07/18/17 12:13:57	27.567
268	07/18/17 12:14:57	27.567
269	07/18/17 12:15:57	27.665
270	07/18/17 12:16:57	27.665
271	07/18/17 12:17:57	27.665
272	07/18/17 12:18:57	27.665
273	07/18/17 12:19:57	27.665
274	07/18/17 12:20:57	27.665
275	07/18/17 12:21:57	27.665
276	07/18/17 12:22:57	27.665
277	07/18/17 12:23:57	27.665
278	07/18/17 12:24:57	27.665
279	07/18/17 12:25:57	27.665
280	07/18/17 12:26:57	27.665
281	07/18/17 12:27:57	27.665
282	07/18/17 12:28:57	27.665
283	07/18/17 12:29:57	27.665
284	07/18/17 12:30:57	27.665
285	07/18/17 12:31:57	27.665
286	07/18/17 12:32:57	27.665
287	07/18/17 12:33:57	27.665
288	07/18/17 12:34:57	27.665
289	07/18/17 12:35:57	27.567
290	07/18/17 12:36:57	27.468
291	07/18/17 12:37:57	27.468
292	07/18/17 12:38:57	27.468
293	07/18/17 12:39:57	27.468
294	07/18/17 12:40:57	27.468
295	07/18/17 12:41:57	27.567
296	07/18/17 12:42:57	27.567
297	07/18/17 12:43:57	27.665
298	07/18/17 12:44:57	27.764
299	07/18/17 12:45:57	27.862
300	07/18/17 12:46:57	28.060
301	07/18/17 12:47:57	28.159
302	07/18/17 12:48:57	28.258
303	07/18/17 12:49:57	28.357
304	07/18/17 12:50:57	28.555
305	07/18/17 12:51:57	28.655
306	07/18/17 12:52:57	28.754
307	07/18/17 12:53:57	28.953
308	07/18/17 12:54:57	29.053
309	07/18/17 12:55:57	29.152
310	07/18/17 12:56:57	29.352
311	07/18/17 12:57:57	29.452
312	07/18/17 12:58:57	29.552
313	07/18/17 12:59:57	29.752
314	07/18/17 13:00:57	29.853
315	07/18/17 13:01:57	29.953
316	07/18/17 13:02:57	30.154
317	07/18/17 13:03:57	30.255
318	07/18/17 13:04:57	30.356
319	07/18/17 13:05:57	30.457
320	07/18/17 13:06:57	30.558
321	07/18/17 13:07:57	30.558
322	07/18/17 13:08:57	30.558
323	07/18/17 13:09:57	30.558
324	07/18/17 13:10:57	30.558
325	07/18/17 13:11:57	30.558
326	07/18/17 13:12:57	30.558
327	07/18/17 13:13:57	30.558
328	07/18/17 13:14:57	30.558
329	07/18/17 13:15:57	30.558
330	07/18/17 13:16:57	30.457
331	07/18/17 13:17:57	30.457
332	07/18/17 13:18:57	30.457
333	07/18/17 13:19:57	30.457
334	07/18/17 13:20:57	30.457
335	07/18/17 13:21:57	30.356
336	07/18/17 13:22:57	30.356
337	07/18/17 13:23:57	30.356
338	07/18/17 13:24:57	30.356
339	07/18/17 13:25:57	30.356
340	07/18/17 13:26:57	30.356
341	07/18/17 13:27:57	30.255
342	07/18/17 13:28:57	30.255
343	07/18/17 13:29:57	30.255
344	07/18/17 13:30:57	30.255
345	07/18/17 13:31:57	30.255
346	07/18/17 13:32:57	30.255
347	07/18/17 13:33:57	30.255
348	07/18/17 13:34:57	30.255
349	07/18/17 13:35:57	30.255
350	07/18/17 13:36:57	30.255
351	07/18/17 13:37:57	30.255
352	07/18/17 13:38:57	30.255
353	07/18/17 13:39:57	30.255
354	07/18/17 13:40:57	30.255
355	07/18/17 13:41:57	30.255
356	07/18/17 13:42:57	30.255
357	07/18/17 13:43:57	30.255
358	07/18/17 13:44:57	30.255
359	07/18/17 13:45:57	30.255
360	07/18/17 13:46:57	30.255
361	07/18/17 13:47:57	30.356
362	07/18/17 13:48:57	30.356
363	07/18/17 13:49:57	30.356
364	07/18/17 13:50:57	30.356
365	07/18/17 13:51:57	30.356
366	07/18/17 13:52:57	30.356
367	07/18/17 13:53:57	30.356
368	07/18/17 13:54:57	30.356
369	07/18/17 13:55:57	30.356
370	07/18/17 13:56:57	30.457
371	07/18/17 13:57:57	30.558
372	07/18/17 13:58:57	30.558
373	07/18/17 13:59:57	30.558
374	07/18/17 14:00:57	30.558
375	07/18/17 14:01:57	30.659
376	07/18/17 14:02:57	30.659
377	07/18/17 14:03:57	30.659
378	07/18/17 14:04:57	30.659
379	07/18/17 14:05:57	30.659
380	07/18/17 14:06:57	30.659
381	07/18/17 14:07:57	30.659
382	07/18/17 14:08:57	30.659
383	07/18/17 14:09:57	30.659
384	07/18/17 14:10:57	30.659
385	07/18/17 14:11:57	30.659
386	07/18/17 14:12:57	30.659
387	07/18/17 14:13:57	30.659
388	07/18/17 14:14:57	30.659
389	07/18/17 14:15:57	30.659
390	07/18/17 14:16:57	30.659
391	07/18/17 14:17:57	30.558
392	07/18/17 14:18:57	30.457
393	07/18/17 14:19:57	30.457
394	07/18/17 14:20:57	30.457
395	07/18/17 14:21:57	30.457
396	07/18/17 14:22:57	30.457
397	07/18/17 14:23:57	30.558
398	07/18/17 14:24:57	30.558
399	07/18/17 14:25:57	30.659
400	07/18/17 14:26:57	30.760
401	07/18/17 14:27:57	30.862
402	07/18/17 14:28:57	30.963
403	07/18/17 14:29:57	31.064
404	07/18/17 14:30:57	31.166
405	07/18/17 14:31:57	31.268
406	07/18/17 14:32:57	31.370
407	07/18/17 14:33:57	31.472
408	07/18/17 14:34:57	31.676
409	07/18/17 14:35:57	31.778
410	07/18/17 14:36:57	31.880
411	07/18/17 14:37:57	31.983
412	07/18/17 14:38:57	32.086
413	07/18/17 14:39:57	32.188
414	07/18/17 14:40:57	32.291
415	07/18/17 14:41:57	32.394
416	07/18/17 14:42:57	32.497
417	07/18/17 14:43:57	32.704
418	07/18/17 14:44:57	32.807
419	07/18/17 14:45:57	32.911
420	07/18/17 14:46:57	33.014
421	07/18/17 14:47:57	33.118
422	07/18/17 14:48:57	33.222
423	07/18/17 14:49:57	33.326
424	07/18/17 14:50:57	33.430
425	07/18/17 14:51:57	33.535
426	07/18/17 14:52:57	33.535
427	07/18/17 14:53:57	33.535
428	07/18/17 14:54:57	33.535
429	07/18/17 14:55:57	33.535
430	07/18/17 14:56:57	33.535
431	07/18/17 14:57:57	33.430
432	07/18/17 14:58:57	33.430
433	07/18/17 14:59:57	33.430
434	07/18/17 15:00:57	33.430
435	07/18/17 15:01:57	33.326
436	07/18/17 15:02:57	33.326
437	07/18/17 15:03:57	33.326
438	07/18/17 15:04:57	33.222
439	07/18/17 15:05:57	33.222
440	07/18/17 15:06:57	33.222
441	07/18/17 15:07:57	33.118
442	07/18/17 15:08:57	33.118
443	07/18/17 15:09:57	33.118
444	07/18/17 15:10:57	33.118
445	07/18/17 15:11:57	33.118
446	07/18/17 15:12:57	33.118
447	07/18/17 15:13:57	33.118
448	07/18/17 15:14:57	33.118
449	07/18/17 15:15:57	33.118
450	07/18/17 15:16:57	33.118
451	07/18/17 15:17:57	33.118
452	07/18/17 15:18:57	33.118
453	07/18/17 15:19:57	33.118
454	07/18/17 15:20:57	33.118
455	07/18/17 15:21:57	33.222
456	07/18/17 15:22:57	33.222
457	07/18/17 15:23:57	33.222
458	07/18/17 15:24:57	33.222
459	07/18/17 15:25:57	33.222
460	07/18/17 15:26:57	33.222
461	07/18/17 15:27:57	33.222
462	07/18/17 15:28:57	33.222
463	07/18/17 15:29:57	33.222
464	07/18/17 15:30:57	33.222
465	07/18/17 15:31:57	33.326
466	07/18/17 15:32:57	33.326
467	07/18/17 15:33:57	33.326
468	07/18/17 15:34:57	33.326
469	07/18/17 15:35:57	33.326
470	07/18/17 15:36:57	33.326
471	07/18/17 15:37:57	33.326
472	07/18/17 15:38:57	33.326
473	07/18/17 15:39:57	33.430
474	07/18/17 15:40:57	33.535
475	07/18/17 15:41:57	33.535
476	07/18/17 15:42:57	33.535
477	07/18/17 15:43:57	33.639
478	07/18/17 15:44:57	33.639
479	07/18/17 15:45:57	33.639
480	07/18/17 15:46:57	33.639
481	07/18/17 15:47:57	33.639
482	07/18/17 15:48:57	33.639
483	07/18/17 15:49:57	33.639
484	07/18/17 15:50:57	33.639
485	07/18/17 15:51:57	33.639
486	07/18/17 15:52:57	33.639
487	07/18/17 15:53:57	33.639
488	07/18/17 15:54:57	33.639
489	07/18/17 15:55:57	33.639
490	07/18/17 15:56:57	33.639
491	07/18/17 15:57:57	33.639
492	07/18/17 15:58:57	33.639
493	07/18/17 15:59:57	33.535
494	07/18/17 16:00:57	33.430
