"Plot Title: HeatRamp07072017"
"#"	"Date Time, GMT-04:00"	"Temp, °C (LGR S/N: 20014296, SEN S/N: 20014296)"	"Coupler Detached (LGR S/N: 20014296)"	"Coupler Attached (LGR S/N: 20014296)"	"Host Connected (LGR S/N: 20014296)"	"Stopped (LGR S/N: 20014296)"	"End Of File (LGR S/N: 20014296)"
1	07/07/17 07:51:04	20.234					
2	07/07/17 07:51:23		Logged				
3	07/07/17 07:52:04	20.329					
4	07/07/17 07:53:04	20.043					
5	07/07/17 07:54:04	19.758					
6	07/07/17 07:55:04	19.662					
7	07/07/17 07:56:04	19.567					
8	07/07/17 07:57:04	19.472					
9	07/07/17 07:58:04	19.472					
10	07/07/17 07:59:04	19.472					
11	07/07/17 08:00:04	19.377					
12	07/07/17 08:01:04	19.377					
13	07/07/17 08:02:04	19.377					
14	07/07/17 08:03:04	19.377					
15	07/07/17 08:04:04	19.377					
16	07/07/17 08:05:04	19.377					
17	07/07/17 08:06:04	19.377					
18	07/07/17 08:07:04	19.377					
19	07/07/17 08:08:04	19.377					
20	07/07/17 08:09:04	19.377					
21	07/07/17 08:10:04	19.377					
22	07/07/17 08:11:04	19.377					
23	07/07/17 08:12:04	19.377					
24	07/07/17 08:13:04	19.377					
25	07/07/17 08:14:04	19.377					
26	07/07/17 08:15:04	19.377					
27	07/07/17 08:16:04	19.377					
28	07/07/17 08:17:04	19.377					
29	07/07/17 08:18:04	19.377					
30	07/07/17 08:19:04	19.377					
31	07/07/17 08:20:04	19.377					
32	07/07/17 08:21:04	19.377					
33	07/07/17 08:22:04	19.377					
34	07/07/17 08:23:04	19.377					
35	07/07/17 08:24:04	19.377					
36	07/07/17 08:25:04	19.377					
37	07/07/17 08:26:04	19.377					
38	07/07/17 08:27:04	19.377					
39	07/07/17 08:28:04	19.377					
40	07/07/17 08:29:04	19.377					
41	07/07/17 08:30:04	19.377					
42	07/07/17 08:31:04	19.377					
43	07/07/17 08:32:04	19.377					
44	07/07/17 08:33:04	19.377					
45	07/07/17 08:34:04	19.377					
46	07/07/17 08:35:04	19.377					
47	07/07/17 08:36:04	19.377					
48	07/07/17 08:37:04	19.377					
49	07/07/17 08:38:04	19.377					
50	07/07/17 08:39:04	19.377					
51	07/07/17 08:40:04	19.377					
52	07/07/17 08:41:04	19.377					
53	07/07/17 08:42:04	19.377					
54	07/07/17 08:43:04	19.377					
55	07/07/17 08:44:04	19.377					
56	07/07/17 08:45:04	19.377					
57	07/07/17 08:46:04	19.377					
58	07/07/17 08:47:04	19.377					
59	07/07/17 08:48:04	19.472					
60	07/07/17 08:49:04	19.567					
61	07/07/17 08:50:04	19.567					
62	07/07/17 08:51:04	19.567					
63	07/07/17 08:52:04	19.567					
64	07/07/17 08:53:04	19.567					
65	07/07/17 08:54:04	19.662					
66	07/07/17 08:55:04	19.662					
67	07/07/17 08:56:04	19.662					
68	07/07/17 08:57:04	19.662					
69	07/07/17 08:58:04	19.662					
70	07/07/17 08:59:04	19.662					
71	07/07/17 09:00:04	19.662					
72	07/07/17 09:01:04	19.662					
73	07/07/17 09:02:04	19.567					
74	07/07/17 09:03:04	19.662					
75	07/07/17 09:04:04	19.662					
76	07/07/17 09:05:04	19.662					
77	07/07/17 09:06:04	19.662					
78	07/07/17 09:07:04	19.662					
79	07/07/17 09:08:04	19.662					
80	07/07/17 09:09:04	19.662					
81	07/07/17 09:10:04	19.567					
82	07/07/17 09:11:04	19.567					
83	07/07/17 09:12:04	19.472					
84	07/07/17 09:13:04	19.472					
85	07/07/17 09:14:04	19.472					
86	07/07/17 09:15:04	19.567					
87	07/07/17 09:16:04	19.567					
88	07/07/17 09:17:04	19.662					
89	07/07/17 09:18:04	19.758					
90	07/07/17 09:19:04	19.853					
91	07/07/17 09:20:04	20.043					
92	07/07/17 09:21:04	20.138					
93	07/07/17 09:22:04	20.234					
94	07/07/17 09:23:04	20.424					
95	07/07/17 09:24:04	20.519					
96	07/07/17 09:25:04	20.710					
97	07/07/17 09:26:04	20.805					
98	07/07/17 09:27:04	20.996					
99	07/07/17 09:28:04	21.091					
100	07/07/17 09:29:04	21.282					
101	07/07/17 09:30:04	21.473					
102	07/07/17 09:31:04	21.569					
103	07/07/17 09:32:04	21.760					
104	07/07/17 09:33:04	21.855					
105	07/07/17 09:34:04	22.046					
106	07/07/17 09:35:04	22.238					
107	07/07/17 09:36:04	22.333					
108	07/07/17 09:37:04	22.525					
109	07/07/17 09:38:04	22.621					
110	07/07/17 09:39:04	22.812					
111	07/07/17 09:40:04	22.908					
112	07/07/17 09:41:04	23.100					
113	07/07/17 09:42:04	23.196					
114	07/07/17 09:43:04	23.388					
115	07/07/17 09:44:04	23.484					
116	07/07/17 09:45:04	23.484					
117	07/07/17 09:46:04	23.581					
118	07/07/17 09:47:04	23.581					
119	07/07/17 09:48:04	23.581					
120	07/07/17 09:49:04	23.581					
121	07/07/17 09:50:04	23.581					
122	07/07/17 09:51:04	23.581					
123	07/07/17 09:52:04	23.581					
124	07/07/17 09:53:04	23.581					
125	07/07/17 09:54:04	23.581					
126	07/07/17 09:55:04	23.581					
127	07/07/17 09:56:04	23.581					
128	07/07/17 09:57:04	23.484					
129	07/07/17 09:58:04	23.484					
130	07/07/17 09:59:04	23.484					
131	07/07/17 10:00:04	23.484					
132	07/07/17 10:01:04	23.484					
133	07/07/17 10:02:04	23.484					
134	07/07/17 10:03:04	23.484					
135	07/07/17 10:04:04	23.484					
136	07/07/17 10:05:04	23.388					
137	07/07/17 10:06:04	23.388					
138	07/07/17 10:07:04	23.388					
139	07/07/17 10:08:04	23.388					
140	07/07/17 10:09:04	23.388					
141	07/07/17 10:10:04	23.388					
142	07/07/17 10:11:04	23.388					
143	07/07/17 10:12:04	23.388					
144	07/07/17 10:13:04	23.388					
145	07/07/17 10:14:04	23.388					
146	07/07/17 10:15:04	23.388					
147	07/07/17 10:16:04	23.388					
148	07/07/17 10:17:04	23.388					
149	07/07/17 10:18:04	23.388					
150	07/07/17 10:19:04	23.388					
151	07/07/17 10:20:04	23.388					
152	07/07/17 10:21:04	23.388					
153	07/07/17 10:22:04	23.388					
154	07/07/17 10:23:04	23.388					
155	07/07/17 10:24:04	23.388					
156	07/07/17 10:25:04	23.388					
157	07/07/17 10:26:04	23.484					
158	07/07/17 10:27:04	23.484					
159	07/07/17 10:28:04	23.581					
160	07/07/17 10:29:04	23.581					
161	07/07/17 10:30:04	23.581					
162	07/07/17 10:31:04	23.581					
163	07/07/17 10:32:04	23.581					
164	07/07/17 10:33:04	23.581					
165	07/07/17 10:34:04	23.581					
166	07/07/17 10:35:04	23.581					
167	07/07/17 10:36:04	23.581					
168	07/07/17 10:37:04	23.581					
169	07/07/17 10:38:04	23.581					
170	07/07/17 10:39:04	23.581					
171	07/07/17 10:40:04	23.581					
172	07/07/17 10:41:04	23.581					
173	07/07/17 10:42:04	23.581					
174	07/07/17 10:43:04	23.581					
175	07/07/17 10:44:04	23.581					
