RecNum	DateTime	ColdRampSkeleton07262017
1	07/26/17 09:27:47	19.472
3	07/26/17 09:28:47	19.758
4	07/26/17 09:29:47	19.758
5	07/26/17 09:30:47	19.758
6	07/26/17 09:31:47	19.758
7	07/26/17 09:32:47	19.758
8	07/26/17 09:33:47	19.758
9	07/26/17 09:34:47	19.758
10	07/26/17 09:35:47	19.758
11	07/26/17 09:36:47	19.758
12	07/26/17 09:37:47	19.758
13	07/26/17 09:38:47	19.758
14	07/26/17 09:39:47	19.567
15	07/26/17 09:40:47	19.472
16	07/26/17 09:41:47	19.377
17	07/26/17 09:42:47	19.282
18	07/26/17 09:43:47	19.092
19	07/26/17 09:44:47	18.996
20	07/26/17 09:45:47	18.901
21	07/26/17 09:46:47	18.806
22	07/26/17 09:47:47	18.616
23	07/26/17 09:48:47	18.521
24	07/26/17 09:49:47	18.426
25	07/26/17 09:50:47	18.331
26	07/26/17 09:51:47	18.236
27	07/26/17 09:52:47	18.140
28	07/26/17 09:53:47	18.045
29	07/26/17 09:54:47	17.950
30	07/26/17 09:55:47	17.855
31	07/26/17 09:56:47	17.760
32	07/26/17 09:57:47	17.665
33	07/26/17 09:58:47	17.570
34	07/26/17 09:59:47	17.475
35	07/26/17 10:00:47	17.379
36	07/26/17 10:01:47	17.284
37	07/26/17 10:02:47	17.189
38	07/26/17 10:03:47	17.094
39	07/26/17 10:04:47	16.999
40	07/26/17 10:05:47	16.903
41	07/26/17 10:06:47	16.808
42	07/26/17 10:07:47	16.713
43	07/26/17 10:08:47	16.618
44	07/26/17 10:09:47	16.523
45	07/26/17 10:10:47	16.427
46	07/26/17 10:11:47	16.427
47	07/26/17 10:12:47	16.332
48	07/26/17 10:13:47	16.427
49	07/26/17 10:14:47	16.523
50	07/26/17 10:15:47	16.523
51	07/26/17 10:16:47	16.523
52	07/26/17 10:17:47	16.523
53	07/26/17 10:18:47	16.523
54	07/26/17 10:19:47	16.523
55	07/26/17 10:20:47	16.523
56	07/26/17 10:21:47	16.523
57	07/26/17 10:22:47	16.618
58	07/26/17 10:23:47	16.618
59	07/26/17 10:24:47	16.523
