"Plot Title: HeatRamp07102017"
"#"	"Date Time, GMT-04:00"	"Temp, °C (LGR S/N: 20014296, SEN S/N: 20014296)"	"Coupler Detached (LGR S/N: 20014296)"	"Coupler Attached (LGR S/N: 20014296)"	"Host Connected (LGR S/N: 20014296)"	"Stopped (LGR S/N: 20014296)"	"End Of File (LGR S/N: 20014296)"
1	07/10/17 07:48:34	19.377					
2	07/10/17 07:48:42		Logged				
3	07/10/17 07:49:34	19.377					
4	07/10/17 07:50:34	19.377					
5	07/10/17 07:51:34	19.377					
6	07/10/17 07:52:34	19.377					
7	07/10/17 07:53:34	19.377					
8	07/10/17 07:54:34	19.377					
9	07/10/17 07:55:34	19.377					
10	07/10/17 07:56:34	19.377					
11	07/10/17 07:57:34	19.377					
12	07/10/17 07:58:34	19.377					
13	07/10/17 07:59:34	19.377					
14	07/10/17 08:00:34	19.472					
15	07/10/17 08:01:34	19.377					
16	07/10/17 08:02:34	19.377					
17	07/10/17 08:03:34	19.377					
18	07/10/17 08:04:34	19.377					
19	07/10/17 08:05:34	19.377					
20	07/10/17 08:06:34	19.377					
21	07/10/17 08:07:34	19.377					
22	07/10/17 08:08:34	19.472					
23	07/10/17 08:09:34	19.377					
24	07/10/17 08:10:34	19.472					
25	07/10/17 08:11:34	19.472					
26	07/10/17 08:12:34	19.472					
27	07/10/17 08:13:34	19.472					
28	07/10/17 08:14:34	19.377					
29	07/10/17 08:15:34	19.472					
30	07/10/17 08:16:34	19.472					
31	07/10/17 08:17:34	19.472					
32	07/10/17 08:18:34	19.377					
33	07/10/17 08:19:34	19.377					
34	07/10/17 08:20:34	19.377					
35	07/10/17 08:21:34	19.377					
36	07/10/17 08:22:34	19.377					
37	07/10/17 08:23:34	19.377					
38	07/10/17 08:24:34	19.377					
39	07/10/17 08:25:34	19.377					
40	07/10/17 08:26:34	19.377					
41	07/10/17 08:27:34	19.377					
42	07/10/17 08:28:34	19.377					
43	07/10/17 08:29:34	19.377					
44	07/10/17 08:30:34	19.377					
45	07/10/17 08:31:34	19.377					
46	07/10/17 08:32:34	19.377					
47	07/10/17 08:33:34	19.377					
48	07/10/17 08:34:34	19.377					
49	07/10/17 08:35:34	19.377					
50	07/10/17 08:36:34	19.377					
51	07/10/17 08:37:34	19.377					
52	07/10/17 08:38:34	19.377					
53	07/10/17 08:39:34	19.377					
54	07/10/17 08:40:34	19.377					
55	07/10/17 08:41:34	19.377					
56	07/10/17 08:42:34	19.377					
57	07/10/17 08:43:34	19.377					
58	07/10/17 08:44:34	19.377					
59	07/10/17 08:45:34	19.377					
60	07/10/17 08:46:34	19.377					
61	07/10/17 08:47:34	19.377					
62	07/10/17 08:48:34	19.377					
63	07/10/17 08:49:34	19.377					
64	07/10/17 08:50:34	19.377					
65	07/10/17 08:51:34	19.567					
66	07/10/17 08:52:34	19.567					
67	07/10/17 08:53:34	19.567					
68	07/10/17 08:54:34	19.662					
69	07/10/17 08:55:34	19.662					
70	07/10/17 08:56:34	19.662					
71	07/10/17 08:57:34	19.662					
72	07/10/17 08:58:34	19.662					
73	07/10/17 08:59:34	19.662					
74	07/10/17 09:00:34	19.662					
75	07/10/17 09:01:34	19.662					
76	07/10/17 09:02:34	19.662					
77	07/10/17 09:03:34	19.662					
78	07/10/17 09:04:34	19.662					
