RecNum	DateTime	HeatRampSkeleton07192017
285	07/19/17 13:06:13	27.567
286	07/19/17 13:07:13	27.567
287	07/19/17 13:08:13	27.567
288	07/19/17 13:09:13	27.567
289	07/19/17 13:10:13	27.665
290	07/19/17 13:11:13	27.665
291	07/19/17 13:12:13	27.665
292	07/19/17 13:13:13	27.665
293	07/19/17 13:14:13	27.665
294	07/19/17 13:15:13	27.567
295	07/19/17 13:16:13	27.567
296	07/19/17 13:17:13	27.468
297	07/19/17 13:18:13	27.468
298	07/19/17 13:19:13	27.468
299	07/19/17 13:20:13	27.370
300	07/19/17 13:21:13	27.370
301	07/19/17 13:22:13	27.468
302	07/19/17 13:23:13	27.468
303	07/19/17 13:24:13	27.567
304	07/19/17 13:25:13	27.567
305	07/19/17 13:26:13	27.665
306	07/19/17 13:27:13	27.764
307	07/19/17 13:28:13	27.862
308	07/19/17 13:29:13	27.961
309	07/19/17 13:30:13	28.060
310	07/19/17 13:31:13	28.159
311	07/19/17 13:32:13	28.258
312	07/19/17 13:33:13	28.357
313	07/19/17 13:34:13	28.555
314	07/19/17 13:35:13	28.655
315	07/19/17 13:36:13	28.754
316	07/19/17 13:37:13	28.853
317	07/19/17 13:38:13	28.953
318	07/19/17 13:39:13	29.053
319	07/19/17 13:40:13	29.252
320	07/19/17 13:41:13	29.352
321	07/19/17 13:42:13	29.452
322	07/19/17 13:43:13	29.552
323	07/19/17 13:44:13	29.652
324	07/19/17 13:45:13	29.752
325	07/19/17 13:46:13	29.953
326	07/19/17 13:47:13	30.054
327	07/19/17 13:48:13	30.154
328	07/19/17 13:49:13	30.255
329	07/19/17 13:50:13	30.356
330	07/19/17 13:51:13	30.457
331	07/19/17 13:52:13	30.457
332	07/19/17 13:53:13	30.558
333	07/19/17 13:54:13	30.558
334	07/19/17 13:55:13	30.558
335	07/19/17 13:56:13	30.558
336	07/19/17 13:57:13	30.558
337	07/19/17 13:58:13	30.558
338	07/19/17 13:59:13	30.457
339	07/19/17 14:00:13	30.457
340	07/19/17 14:01:13	30.457
341	07/19/17 14:02:13	30.457
342	07/19/17 14:03:13	30.457
343	07/19/17 14:04:13	30.356
344	07/19/17 14:05:13	30.356
345	07/19/17 14:06:13	30.356
346	07/19/17 14:07:13	30.356
347	07/19/17 14:08:13	30.255
348	07/19/17 14:09:13	30.255
349	07/19/17 14:10:13	30.255
350	07/19/17 14:11:13	30.255
351	07/19/17 14:12:13	30.154
352	07/19/17 14:13:13	30.154
353	07/19/17 14:14:13	30.154
354	07/19/17 14:15:13	30.154
355	07/19/17 14:16:13	30.154
356	07/19/17 14:17:13	30.154
357	07/19/17 14:18:13	30.154
358	07/19/17 14:19:13	30.154
359	07/19/17 14:20:13	30.154
360	07/19/17 14:21:13	30.154
361	07/19/17 14:22:13	30.154
362	07/19/17 14:23:13	30.154
363	07/19/17 14:24:13	30.154
364	07/19/17 14:25:13	30.255
365	07/19/17 14:26:13	30.255
366	07/19/17 14:27:13	30.255
367	07/19/17 14:28:13	30.255
368	07/19/17 14:29:13	30.255
369	07/19/17 14:30:13	30.255
370	07/19/17 14:31:13	30.255
371	07/19/17 14:32:13	30.255
372	07/19/17 14:33:13	30.356
373	07/19/17 14:34:13	30.356
374	07/19/17 14:35:13	30.356
375	07/19/17 14:36:13	30.457
376	07/19/17 14:37:13	30.558
377	07/19/17 14:38:13	30.558
378	07/19/17 14:39:13	30.558
379	07/19/17 14:40:13	30.558
380	07/19/17 14:41:13	30.558
381	07/19/17 14:42:13	30.659
382	07/19/17 14:43:13	30.558
383	07/19/17 14:44:13	30.659
384	07/19/17 14:45:13	30.659
385	07/19/17 14:46:13	30.659
386	07/19/17 14:47:13	30.659
387	07/19/17 14:48:13	30.659
388	07/19/17 14:49:13	30.659
389	07/19/17 14:50:13	30.659
390	07/19/17 14:51:13	30.558
391	07/19/17 14:52:13	30.558
392	07/19/17 14:53:13	30.558
393	07/19/17 14:54:13	30.558
394	07/19/17 14:55:13	30.558
395	07/19/17 14:56:13	30.558
396	07/19/17 14:57:13	30.558
397	07/19/17 14:58:13	30.558
398	07/19/17 14:59:13	30.659
399	07/19/17 15:00:13	30.558
400	07/19/17 15:01:13	30.457
401	07/19/17 15:02:13	30.457
402	07/19/17 15:03:13	30.356
403	07/19/17 15:04:13	30.356
404	07/19/17 15:05:13	30.356
405	07/19/17 15:06:13	30.457
406	07/19/17 15:07:13	30.457
407	07/19/17 15:08:13	30.558
408	07/19/17 15:09:13	30.558
409	07/19/17 15:10:13	30.659
410	07/19/17 15:11:13	30.760
411	07/19/17 15:12:13	30.760
412	07/19/17 15:13:13	30.862
413	07/19/17 15:14:13	30.963
414	07/19/17 15:15:13	31.064
415	07/19/17 15:16:13	31.166
416	07/19/17 15:17:13	31.268
417	07/19/17 15:18:13	31.370
418	07/19/17 15:19:13	31.472
419	07/19/17 15:20:13	31.574
420	07/19/17 15:21:13	31.676
421	07/19/17 15:22:13	31.778
422	07/19/17 15:23:13	31.880
423	07/19/17 15:24:13	31.983
424	07/19/17 15:25:13	32.086
425	07/19/17 15:26:13	32.188
426	07/19/17 15:27:13	32.291
427	07/19/17 15:28:13	32.394
428	07/19/17 15:29:13	32.497
429	07/19/17 15:30:13	32.600
430	07/19/17 15:31:13	32.704
431	07/19/17 15:32:13	32.807
432	07/19/17 15:33:13	32.911
433	07/19/17 15:34:13	33.014
434	07/19/17 15:35:13	33.118
435	07/19/17 15:36:13	33.222
436	07/19/17 15:37:13	33.326
437	07/19/17 15:38:13	33.326
438	07/19/17 15:39:13	33.430
439	07/19/17 15:40:13	33.535
440	07/19/17 15:41:13	33.535
441	07/19/17 15:42:13	33.535
442	07/19/17 15:43:13	33.535
443	07/19/17 15:44:13	33.535
444	07/19/17 15:45:13	33.535
445	07/19/17 15:46:13	33.430
446	07/19/17 15:47:13	33.430
447	07/19/17 15:48:13	33.430
448	07/19/17 15:49:13	33.326
449	07/19/17 15:50:13	33.326
450	07/19/17 15:51:13	33.222
451	07/19/17 15:52:13	33.222
452	07/19/17 15:53:13	33.118
453	07/19/17 15:54:13	33.118
454	07/19/17 15:55:13	33.118
455	07/19/17 15:56:13	33.118
456	07/19/17 15:57:13	33.014
457	07/19/17 15:58:13	33.014
458	07/19/17 15:59:13	33.014
459	07/19/17 16:00:13	33.014
460	07/19/17 16:01:13	33.014
461	07/19/17 16:02:13	33.014
462	07/19/17 16:03:13	33.014
463	07/19/17 16:04:13	33.014
464	07/19/17 16:05:13	33.014
465	07/19/17 16:06:13	33.014
466	07/19/17 16:07:13	33.118
467	07/19/17 16:08:13	33.118
468	07/19/17 16:09:13	33.118
469	07/19/17 16:10:13	33.118
470	07/19/17 16:11:13	33.118
471	07/19/17 16:12:13	33.118
472	07/19/17 16:13:13	33.222
473	07/19/17 16:14:13	33.222
474	07/19/17 16:15:13	33.222
475	07/19/17 16:16:13	33.222
476	07/19/17 16:17:13	33.326
477	07/19/17 16:18:13	33.326
478	07/19/17 16:19:13	33.430
479	07/19/17 16:20:13	33.430
480	07/19/17 16:21:13	33.535
481	07/19/17 16:22:13	33.535
482	07/19/17 16:23:13	33.535
483	07/19/17 16:24:13	33.535
484	07/19/17 16:25:13	33.535
485	07/19/17 16:26:13	33.535
486	07/19/17 16:27:13	33.535
487	07/19/17 16:28:13	33.535
488	07/19/17 16:29:13	33.535
489	07/19/17 16:30:13	33.535
490	07/19/17 16:31:13	33.535
491	07/19/17 16:32:13	33.535
492	07/19/17 16:33:13	33.535
493	07/19/17 16:34:13	33.535
494	07/19/17 16:35:13	33.535
495	07/19/17 16:36:13	33.535
496	07/19/17 16:37:13	33.535
497	07/19/17 16:38:13	33.535
498	07/19/17 16:39:13	33.535
