"""#"""	DateTime	Temp
1	1/6/17 12:00	10.553
2	1/6/17 12:15	10.553
3	1/6/17 12:30	10.553
4	1/6/17 12:45	10.553
5	1/6/17 13:00	10.553
6	1/6/17 13:15	10.553
7	1/6/17 13:30	10.553
8	1/6/17 13:45	10.553
9	1/6/17 14:00	10.553
10	1/6/17 14:15	10.553
11	1/6/17 14:30	10.553
12	1/6/17 14:45	10.553
13	1/6/17 15:00	10.553
14	1/6/17 15:15	10.553
15	1/6/17 15:30	10.553
16	1/6/17 15:45	10.553
17	1/6/17 16:00	10.553
18	1/6/17 16:15	10.553
19	1/6/17 16:30	10.553
20	1/6/17 16:45	10.553
21	1/6/17 17:00	10.553
22	1/6/17 17:15	10.553
23	1/6/17 17:30	10.455
24	1/6/17 17:45	10.455
25	1/6/17 18:00	10.455
26	1/6/17 18:15	10.455
27	1/6/17 18:30	10.357
28	1/6/17 18:45	10.357
29	1/6/17 19:00	10.259
30	1/6/17 19:15	10.357
31	1/6/17 19:30	10.357
32	1/6/17 19:45	10.259
33	1/6/17 20:00	10.161
34	1/6/17 20:15	10.063
35	1/6/17 20:30	10.063
36	1/6/17 20:45	10.161
37	1/6/17 21:00	10.063
38	1/6/17 21:15	10.063
39	1/6/17 21:30	10.063
40	1/6/17 21:45	10.063
41	1/6/17 22:00	10.063
42	1/6/17 22:15	10.063
43	1/6/17 22:30	9.965
44	1/6/17 22:45	9.965
45	1/6/17 23:00	9.965
46	1/6/17 23:15	9.866
47	1/6/17 23:30	9.866
48	1/6/17 23:45	9.866
49	1/7/17 0:00	9.866
50	1/7/17 0:15	9.866
51	1/7/17 0:30	9.866
52	1/7/17 0:45	9.866
53	1/7/17 1:00	9.768
54	1/7/17 1:15	9.768
55	1/7/17 1:30	9.866
56	1/7/17 1:45	9.866
57	1/7/17 2:00	9.866
58	1/7/17 2:15	9.866
59	1/7/17 2:30	9.866
60	1/7/17 2:45	9.965
61	1/7/17 3:00	9.866
62	1/7/17 3:15	9.768
63	1/7/17 3:30	9.768
64	1/7/17 3:45	9.768
65	1/7/17 4:00	9.768
66	1/7/17 4:15	9.768
67	1/7/17 4:30	9.768
68	1/7/17 4:45	9.768
69	1/7/17 5:00	9.768
70	1/7/17 5:15	9.866
71	1/7/17 5:30	9.866
72	1/7/17 5:45	9.866
73	1/7/17 6:00	9.866
74	1/7/17 6:15	9.866
75	1/7/17 6:30	9.866
76	1/7/17 6:45	9.866
77	1/7/17 7:00	9.866
78	1/7/17 7:15	9.866
79	1/7/17 7:30	9.866
80	1/7/17 7:45	9.768
81	1/7/17 8:00	9.768
82	1/7/17 8:15	9.768
83	1/7/17 8:30	9.669
84	1/7/17 8:45	9.669
85	1/7/17 9:00	9.669
86	1/7/17 9:15	9.571
87	1/7/17 9:30	9.571
88	1/7/17 9:45	9.571
89	1/7/17 10:00	9.472
90	1/7/17 10:15	9.373
91	1/7/17 10:30	9.373
92	1/7/17 10:45	9.373
93	1/7/17 11:00	9.373
94	1/7/17 11:15	9.275
95	1/7/17 11:30	9.275
96	1/7/17 11:45	9.275
97	1/7/17 12:00	9.275
98	1/7/17 12:15	9.176
99	1/7/17 12:30	9.176
100	1/7/17 12:45	9.176
101	1/7/17 13:00	9.077
102	1/7/17 13:15	9.077
103	1/7/17 13:30	9.077
104	1/7/17 13:45	9.077
105	1/7/17 14:00	9.077
106	1/7/17 14:15	9.077
107	1/7/17 14:30	8.978
108	1/7/17 14:45	8.978
109	1/7/17 15:00	8.978
110	1/7/17 15:15	8.978
111	1/7/17 15:30	8.978
112	1/7/17 15:45	8.978
113	1/7/17 16:00	8.978
114	1/7/17 16:15	8.978
115	1/7/17 16:30	8.978
116	1/7/17 16:45	8.978
117	1/7/17 17:00	8.978
118	1/7/17 17:15	8.978
119	1/7/17 17:30	8.978
120	1/7/17 17:45	8.978
121	1/7/17 18:00	8.978
122	1/7/17 18:15	8.978
123	1/7/17 18:30	8.978
124	1/7/17 18:45	8.978
125	1/7/17 19:00	8.879
126	1/7/17 19:15	8.879
127	1/7/17 19:30	8.779
128	1/7/17 19:45	8.779
129	1/7/17 20:00	8.68
130	1/7/17 20:15	8.68
131	1/7/17 20:30	8.68
132	1/7/17 20:45	8.68
133	1/7/17 21:00	8.68
134	1/7/17 21:15	8.581
135	1/7/17 21:30	8.581
136	1/7/17 21:45	8.581
137	1/7/17 22:00	8.481
138	1/7/17 22:15	8.481
139	1/7/17 22:30	8.481
140	1/7/17 22:45	8.481
141	1/7/17 23:00	8.382
142	1/7/17 23:15	8.382
143	1/7/17 23:30	8.382
144	1/7/17 23:45	8.382
145	1/8/17 0:00	8.382
146	1/8/17 0:15	8.382
147	1/8/17 0:30	8.382
148	1/8/17 0:45	8.382
149	1/8/17 1:00	8.382
150	1/8/17 1:15	8.382
151	1/8/17 1:30	8.382
152	1/8/17 1:45	8.382
153	1/8/17 2:00	8.382
154	1/8/17 2:15	8.382
155	1/8/17 2:30	8.481
156	1/8/17 2:45	8.481
157	1/8/17 3:00	8.481
158	1/8/17 3:15	8.481
159	1/8/17 3:30	8.581
160	1/8/17 3:45	8.581
161	1/8/17 4:00	8.581
162	1/8/17 4:15	8.68
163	1/8/17 4:30	8.68
164	1/8/17 4:45	8.581
165	1/8/17 5:00	8.581
166	1/8/17 5:15	8.581
167	1/8/17 5:30	8.581
168	1/8/17 5:45	8.581
169	1/8/17 6:00	8.581
170	1/8/17 6:15	8.68
171	1/8/17 6:30	8.68
172	1/8/17 6:45	8.68
173	1/8/17 7:00	8.68
174	1/8/17 7:15	8.68
175	1/8/17 7:30	8.68
176	1/8/17 7:45	8.68
177	1/8/17 8:00	8.581
178	1/8/17 8:15	8.581
179	1/8/17 8:30	8.581
180	1/8/17 8:45	8.481
181	1/8/17 9:00	8.481
182	1/8/17 9:15	8.481
183	1/8/17 9:30	8.481
184	1/8/17 9:45	8.481
185	1/8/17 10:00	8.481
186	1/8/17 10:15	8.481
187	1/8/17 10:30	8.481
188	1/8/17 10:45	8.382
189	1/8/17 11:00	8.382
190	1/8/17 11:15	8.382
191	1/8/17 11:30	8.382
192	1/8/17 11:45	8.382
193	1/8/17 12:00	8.382
194	1/8/17 12:15	8.382
195	1/8/17 12:30	8.382
196	1/8/17 12:45	8.382
197	1/8/17 13:00	8.382
198	1/8/17 13:15	8.382
199	1/8/17 13:30	8.382
200	1/8/17 13:45	8.382
201	1/8/17 14:00	8.382
202	1/8/17 14:15	8.382
203	1/8/17 14:30	8.481
204	1/8/17 14:45	8.481
205	1/8/17 15:00	8.481
206	1/8/17 15:15	8.481
207	1/8/17 15:30	8.481
208	1/8/17 15:45	8.481
209	1/8/17 16:00	8.481
210	1/8/17 16:15	8.481
211	1/8/17 16:30	8.481
212	1/8/17 16:45	8.581
213	1/8/17 17:00	8.581
214	1/8/17 17:15	8.581
215	1/8/17 17:30	8.581
216	1/8/17 17:45	8.581
217	1/8/17 18:00	8.581
218	1/8/17 18:15	8.581
219	1/8/17 18:30	8.581
220	1/8/17 18:45	8.581
221	1/8/17 19:00	8.581
222	1/8/17 19:15	8.581
223	1/8/17 19:30	8.581
224	1/8/17 19:45	8.581
225	1/8/17 20:00	8.581
226	1/8/17 20:15	8.581
227	1/8/17 20:30	8.581
228	1/8/17 20:45	8.481
229	1/8/17 21:00	8.481
230	1/8/17 21:15	8.481
231	1/8/17 21:30	8.382
232	1/8/17 21:45	8.382
233	1/8/17 22:00	8.282
234	1/8/17 22:15	8.282
235	1/8/17 22:30	8.182
236	1/8/17 22:45	8.182
237	1/8/17 23:00	8.182
238	1/8/17 23:15	8.182
239	1/8/17 23:30	8.082
240	1/8/17 23:45	8.082
241	1/9/17 0:00	8.082
242	1/9/17 0:15	8.082
243	1/9/17 0:30	8.082
244	1/9/17 0:45	8.082
245	1/9/17 1:00	8.082
246	1/9/17 1:15	8.082
247	1/9/17 1:30	8.082
248	1/9/17 1:45	8.082
249	1/9/17 2:00	8.082
250	1/9/17 2:15	8.082
251	1/9/17 2:30	8.082
252	1/9/17 2:45	8.182
253	1/9/17 3:00	8.182
254	1/9/17 3:15	8.182
255	1/9/17 3:30	8.282
256	1/9/17 3:45	8.282
257	1/9/17 4:00	8.282
258	1/9/17 4:15	8.282
259	1/9/17 4:30	8.282
260	1/9/17 4:45	8.282
261	1/9/17 5:00	8.282
262	1/9/17 5:15	8.282
263	1/9/17 5:30	8.282
264	1/9/17 5:45	8.282
265	1/9/17 6:00	8.282
266	1/9/17 6:15	8.282
267	1/9/17 6:30	8.282
268	1/9/17 6:45	8.282
269	1/9/17 7:00	8.282
270	1/9/17 7:15	8.282
271	1/9/17 7:30	8.282
272	1/9/17 7:45	8.282
273	1/9/17 8:00	8.282
274	1/9/17 8:15	8.282
275	1/9/17 8:30	8.282
276	1/9/17 8:45	8.282
277	1/9/17 9:00	8.282
278	1/9/17 9:15	8.282
279	1/9/17 9:30	8.282
280	1/9/17 9:45	8.282
281	1/9/17 10:00	8.182
282	1/9/17 10:15	8.282
283	1/9/17 10:30	8.282
284	1/9/17 10:45	8.282
285	1/9/17 11:00	8.282
286	1/9/17 11:15	8.282
287	1/9/17 11:30	8.282
288	1/9/17 11:45	8.182
289	1/9/17 12:00	8.182
290	1/9/17 12:15	8.182
291	1/9/17 12:30	8.182
292	1/9/17 12:45	8.182
293	1/9/17 13:00	8.182
294	1/9/17 13:15	8.182
295	1/9/17 13:30	8.182
296	1/9/17 13:45	8.182
297	1/9/17 14:00	8.182
298	1/9/17 14:15	8.182
299	1/9/17 14:30	8.182
300	1/9/17 14:45	8.182
301	1/9/17 15:00	8.282
302	1/9/17 15:15	8.282
303	1/9/17 15:30	8.282
304	1/9/17 15:45	8.282
305	1/9/17 16:00	8.282
306	1/9/17 16:15	8.282
307	1/9/17 16:30	8.382
308	1/9/17 16:45	8.382
309	1/9/17 17:00	8.382
310	1/9/17 17:15	8.382
311	1/9/17 17:30	8.382
312	1/9/17 17:45	8.382
313	1/9/17 18:00	8.382
314	1/9/17 18:15	8.382
315	1/9/17 18:30	8.382
316	1/9/17 18:45	8.382
317	1/9/17 19:00	8.382
318	1/9/17 19:15	8.382
319	1/9/17 19:30	8.382
320	1/9/17 19:45	8.382
321	1/9/17 20:00	8.382
322	1/9/17 20:15	8.382
323	1/9/17 20:30	8.382
324	1/9/17 20:45	8.382
325	1/9/17 21:00	8.382
326	1/9/17 21:15	8.382
327	1/9/17 21:30	8.282
328	1/9/17 21:45	8.282
329	1/9/17 22:00	8.282
330	1/9/17 22:15	8.282
331	1/9/17 22:30	8.282
332	1/9/17 22:45	8.282
333	1/9/17 23:00	8.282
334	1/9/17 23:15	8.282
335	1/9/17 23:30	8.282
336	1/9/17 23:45	8.282
337	1/10/17 0:00	8.182
338	1/10/17 0:15	8.182
339	1/10/17 0:30	8.182
340	1/10/17 0:45	8.182
341	1/10/17 1:00	8.182
342	1/10/17 1:15	8.182
343	1/10/17 1:30	8.182
344	1/10/17 1:45	8.182
345	1/10/17 2:00	8.182
346	1/10/17 2:15	8.182
347	1/10/17 2:30	8.182
348	1/10/17 2:45	8.282
349	1/10/17 3:00	8.282
350	1/10/17 3:15	8.382
351	1/10/17 3:30	8.382
352	1/10/17 3:45	8.382
353	1/10/17 4:00	8.382
354	1/10/17 4:15	8.382
355	1/10/17 4:30	8.382
356	1/10/17 4:45	8.382
357	1/10/17 5:00	8.382
358	1/10/17 5:15	8.382
359	1/10/17 5:30	8.382
360	1/10/17 5:45	8.481
361	1/10/17 6:00	8.382
362	1/10/17 6:15	8.382
363	1/10/17 6:30	8.382
364	1/10/17 6:45	8.382
365	1/10/17 7:00	8.382
366	1/10/17 7:15	8.481
367	1/10/17 7:30	8.382
368	1/10/17 7:45	8.481
369	1/10/17 8:00	8.481
370	1/10/17 8:15	8.481
371	1/10/17 8:30	8.481
372	1/10/17 8:45	8.481
373	1/10/17 9:00	8.481
374	1/10/17 9:15	8.481
375	1/10/17 9:30	8.382
376	1/10/17 9:45	8.382
377	1/10/17 10:00	8.382
378	1/10/17 10:15	8.382
379	1/10/17 10:30	8.382
380	1/10/17 10:45	8.382
381	1/10/17 11:00	8.382
382	1/10/17 11:15	8.382
383	1/10/17 11:30	8.382
384	1/10/17 11:45	8.382
385	1/10/17 12:00	8.382
386	1/10/17 12:15	8.481
387	1/10/17 12:30	8.382
388	1/10/17 12:45	8.382
389	1/10/17 13:00	8.481
390	1/10/17 13:15	8.481
391	1/10/17 13:30	8.481
392	1/10/17 13:45	8.382
393	1/10/17 14:00	8.382
394	1/10/17 14:15	8.382
395	1/10/17 14:30	8.382
396	1/10/17 14:45	8.382
397	1/10/17 15:00	8.382
398	1/10/17 15:15	8.382
399	1/10/17 15:30	8.382
400	1/10/17 15:45	8.382
401	1/10/17 16:00	8.382
402	1/10/17 16:15	8.382
403	1/10/17 16:30	8.382
404	1/10/17 16:45	8.382
405	1/10/17 17:00	8.382
406	1/10/17 17:15	8.481
407	1/10/17 17:30	8.481
408	1/10/17 17:45	8.481
409	1/10/17 18:00	8.481
410	1/10/17 18:15	8.481
411	1/10/17 18:30	8.481
412	1/10/17 18:45	8.481
413	1/10/17 19:00	8.481
414	1/10/17 19:15	8.481
415	1/10/17 19:30	8.481
416	1/10/17 19:45	8.481
417	1/10/17 20:00	8.382
418	1/10/17 20:15	8.481
419	1/10/17 20:30	8.481
420	1/10/17 20:45	8.382
421	1/10/17 21:00	8.382
422	1/10/17 21:15	8.382
423	1/10/17 21:30	8.382
424	1/10/17 21:45	8.382
425	1/10/17 22:00	8.382
426	1/10/17 22:15	8.382
427	1/10/17 22:30	8.382
428	1/10/17 22:45	8.382
429	1/10/17 23:00	8.382
430	1/10/17 23:15	8.382
431	1/10/17 23:30	8.382
432	1/10/17 23:45	8.382
433	1/11/17 0:00	8.382
434	1/11/17 0:15	8.382
435	1/11/17 0:30	8.382
436	1/11/17 0:45	8.382
437	1/11/17 1:00	8.382
438	1/11/17 1:15	8.382
439	1/11/17 1:30	8.382
440	1/11/17 1:45	8.382
441	1/11/17 2:00	8.282
442	1/11/17 2:15	8.282
443	1/11/17 2:30	8.282
444	1/11/17 2:45	8.282
445	1/11/17 3:00	8.282
446	1/11/17 3:15	8.382
447	1/11/17 3:30	8.382
448	1/11/17 3:45	8.382
449	1/11/17 4:00	8.382
450	1/11/17 4:15	8.382
451	1/11/17 4:30	8.382
452	1/11/17 4:45	8.382
453	1/11/17 5:00	8.382
454	1/11/17 5:15	8.382
455	1/11/17 5:30	8.382
456	1/11/17 5:45	8.481
457	1/11/17 6:00	8.481
458	1/11/17 6:15	8.481
459	1/11/17 6:30	8.481
460	1/11/17 6:45	8.481
461	1/11/17 7:00	8.481
462	1/11/17 7:15	8.481
463	1/11/17 7:30	8.581
464	1/11/17 7:45	8.581
465	1/11/17 8:00	8.581
466	1/11/17 8:15	8.581
467	1/11/17 8:30	8.581
468	1/11/17 8:45	8.581
469	1/11/17 9:00	8.581
470	1/11/17 9:15	8.581
471	1/11/17 9:30	8.581
472	1/11/17 9:45	8.581
473	1/11/17 10:00	8.68
474	1/11/17 10:15	8.68
475	1/11/17 10:30	8.68
476	1/11/17 10:45	8.68
477	1/11/17 11:00	8.68
478	1/11/17 11:15	8.68
479	1/11/17 11:30	8.68
480	1/11/17 11:45	8.68
481	1/11/17 12:00	8.68
482	1/11/17 12:15	8.68
483	1/11/17 12:30	8.581
484	1/11/17 12:45	8.581
485	1/11/17 13:00	8.581
486	1/11/17 13:15	8.581
487	1/11/17 13:30	8.581
488	1/11/17 13:45	8.581
489	1/11/17 14:00	8.581
490	1/11/17 14:15	8.68
491	1/11/17 14:30	8.68
492	1/11/17 14:45	8.581
493	1/11/17 15:00	8.581
494	1/11/17 15:15	8.581
495	1/11/17 15:30	8.68
496	1/11/17 15:45	8.68
497	1/11/17 16:00	8.68
498	1/11/17 16:15	8.68
499	1/11/17 16:30	8.68
500	1/11/17 16:45	8.68
501	1/11/17 17:00	8.68
502	1/11/17 17:15	8.68
503	1/11/17 17:30	8.68
504	1/11/17 17:45	8.68
505	1/11/17 18:00	8.68
506	1/11/17 18:15	8.68
507	1/11/17 18:30	8.68
508	1/11/17 18:45	8.68
509	1/11/17 19:00	8.68
510	1/11/17 19:15	8.68
511	1/11/17 19:30	8.68
512	1/11/17 19:45	8.68
513	1/11/17 20:00	8.68
514	1/11/17 20:15	8.68
515	1/11/17 20:30	8.68
516	1/11/17 20:45	8.68
517	1/11/17 21:00	8.68
518	1/11/17 21:15	8.68
519	1/11/17 21:30	8.68
520	1/11/17 21:45	8.68
521	1/11/17 22:00	8.68
522	1/11/17 22:15	8.68
523	1/11/17 22:30	8.68
524	1/11/17 22:45	8.68
525	1/11/17 23:00	8.68
526	1/11/17 23:15	8.581
527	1/11/17 23:30	8.581
528	1/11/17 23:45	8.581
529	1/12/17 0:00	8.581
530	1/12/17 0:15	8.581
531	1/12/17 0:30	8.581
532	1/12/17 0:45	8.581
533	1/12/17 1:00	8.581
534	1/12/17 1:15	8.581
535	1/12/17 1:30	8.581
536	1/12/17 1:45	8.581
537	1/12/17 2:00	8.581
538	1/12/17 2:15	8.581
539	1/12/17 2:30	8.581
540	1/12/17 2:45	8.581
541	1/12/17 3:00	8.581
542	1/12/17 3:15	8.581
543	1/12/17 3:30	8.581
544	1/12/17 3:45	8.581
545	1/12/17 4:00	8.581
546	1/12/17 4:15	8.581
547	1/12/17 4:30	8.581
548	1/12/17 4:45	8.581
549	1/12/17 5:00	8.581
550	1/12/17 5:15	8.581
551	1/12/17 5:30	8.581
552	1/12/17 5:45	8.68
553	1/12/17 6:00	8.68
554	1/12/17 6:15	8.68
555	1/12/17 6:30	8.68
556	1/12/17 6:45	8.68
557	1/12/17 7:00	8.68
558	1/12/17 7:15	8.68
559	1/12/17 7:30	8.68
560	1/12/17 7:45	8.68
561	1/12/17 8:00	8.68
562	1/12/17 8:15	8.68
563	1/12/17 8:30	8.68
564	1/12/17 8:45	8.68
565	1/12/17 9:00	8.68
566	1/12/17 9:15	8.68
567	1/12/17 9:30	8.68
568	1/12/17 9:45	8.68
569	1/12/17 10:00	8.68
570	1/12/17 10:15	8.68
571	1/12/17 10:30	8.68
572	1/12/17 10:45	8.68
573	1/12/17 11:00	8.68
574	1/12/17 11:15	8.68
575	1/12/17 11:30	8.68
576	1/12/17 11:45	8.68
577	1/12/17 12:00	8.68
578	1/12/17 12:15	8.68
579	1/12/17 12:30	8.68
580	1/12/17 12:45	8.68
581	1/12/17 13:00	8.68
582	1/12/17 13:15	8.68
583	1/12/17 13:30	8.68
584	1/12/17 13:45	8.68
585	1/12/17 14:00	8.68
586	1/12/17 14:15	8.68
587	1/12/17 14:30	8.68
588	1/12/17 14:45	8.68
589	1/12/17 15:00	8.68
590	1/12/17 15:15	8.68
591	1/12/17 15:30	8.68
592	1/12/17 15:45	8.68
593	1/12/17 16:00	8.68
594	1/12/17 16:15	8.68
595	1/12/17 16:30	8.68
596	1/12/17 16:45	8.68
597	1/12/17 17:00	8.68
598	1/12/17 17:15	8.68
599	1/12/17 17:30	8.68
600	1/12/17 17:45	8.68
601	1/12/17 18:00	8.68
602	1/12/17 18:15	8.68
603	1/12/17 18:30	8.68
604	1/12/17 18:45	8.779
605	1/12/17 19:00	8.68
606	1/12/17 19:15	8.779
607	1/12/17 19:30	8.779
608	1/12/17 19:45	8.779
609	1/12/17 20:00	8.779
610	1/12/17 20:15	8.779
611	1/12/17 20:30	8.779
612	1/12/17 20:45	8.779
613	1/12/17 21:00	8.779
614	1/12/17 21:15	8.779
615	1/12/17 21:30	8.779
616	1/12/17 21:45	8.779
617	1/12/17 22:00	8.779
618	1/12/17 22:15	8.779
619	1/12/17 22:30	8.779
620	1/12/17 22:45	8.779
621	1/12/17 23:00	8.779
622	1/12/17 23:15	8.779
623	1/12/17 23:30	8.779
624	1/12/17 23:45	8.779
625	1/13/17 0:00	8.779
626	1/13/17 0:15	8.779
627	1/13/17 0:30	8.68
628	1/13/17 0:45	8.68
629	1/13/17 1:00	8.68
630	1/13/17 1:15	8.68
631	1/13/17 1:30	8.68
632	1/13/17 1:45	8.68
633	1/13/17 2:00	8.68
634	1/13/17 2:15	8.68
635	1/13/17 2:30	8.68
636	1/13/17 2:45	8.68
637	1/13/17 3:00	8.68
638	1/13/17 3:15	8.68
639	1/13/17 3:30	8.68
640	1/13/17 3:45	8.68
641	1/13/17 4:00	8.581
642	1/13/17 4:15	8.581
643	1/13/17 4:30	8.581
644	1/13/17 4:45	8.581
645	1/13/17 5:00	8.581
646	1/13/17 5:15	8.68
647	1/13/17 5:30	8.68
648	1/13/17 5:45	8.68
649	1/13/17 6:00	8.68
650	1/13/17 6:15	8.68
651	1/13/17 6:30	8.68
652	1/13/17 6:45	8.68
653	1/13/17 7:00	8.68
654	1/13/17 7:15	8.68
655	1/13/17 7:30	8.68
656	1/13/17 7:45	8.779
657	1/13/17 8:00	8.779
658	1/13/17 8:15	8.779
659	1/13/17 8:30	8.779
660	1/13/17 8:45	8.779
661	1/13/17 9:00	8.779
662	1/13/17 9:15	8.779
663	1/13/17 9:30	8.779
664	1/13/17 9:45	8.779
665	1/13/17 10:00	8.779
666	1/13/17 10:15	8.779
667	1/13/17 10:30	8.779
668	1/13/17 10:45	8.779
669	1/13/17 11:00	8.779
670	1/13/17 11:15	8.779
671	1/13/17 11:30	8.879
672	1/13/17 11:45	8.879
673	1/13/17 12:00	8.879
674	1/13/17 12:15	8.879
675	1/13/17 12:30	8.779
676	1/13/17 12:45	8.879
677	1/13/17 13:00	8.779
678	1/13/17 13:15	8.779
679	1/13/17 13:30	8.779
680	1/13/17 13:45	8.779
681	1/13/17 14:00	8.779
682	1/13/17 14:15	8.779
683	1/13/17 14:30	8.68
684	1/13/17 14:45	8.68
685	1/13/17 15:00	8.68
686	1/13/17 15:15	8.68
687	1/13/17 15:30	8.68
688	1/13/17 15:45	8.68
689	1/13/17 16:00	8.68
690	1/13/17 16:15	8.68
691	1/13/17 16:30	8.68
692	1/13/17 16:45	8.68
693	1/13/17 17:00	8.68
694	1/13/17 17:15	8.68
695	1/13/17 17:30	8.68
696	1/13/17 17:45	8.68
697	1/13/17 18:00	8.68
698	1/13/17 18:15	8.68
699	1/13/17 18:30	8.68
700	1/13/17 18:45	8.68
701	1/13/17 19:00	8.68
702	1/13/17 19:15	8.68
703	1/13/17 19:30	8.68
704	1/13/17 19:45	8.68
705	1/13/17 20:00	8.68
706	1/13/17 20:15	8.68
707	1/13/17 20:30	8.68
708	1/13/17 20:45	8.68
709	1/13/17 21:00	8.68
710	1/13/17 21:15	8.68
711	1/13/17 21:30	8.68
712	1/13/17 21:45	8.68
713	1/13/17 22:00	8.68
714	1/13/17 22:15	8.68
715	1/13/17 22:30	8.68
716	1/13/17 22:45	8.68
717	1/13/17 23:00	8.581
718	1/13/17 23:15	8.68
719	1/13/17 23:30	8.581
720	1/13/17 23:45	8.581
721	1/14/17 0:00	8.581
722	1/14/17 0:15	8.581
723	1/14/17 0:30	8.581
724	1/14/17 0:45	8.68
725	1/14/17 1:00	8.581
726	1/14/17 1:15	8.581
727	1/14/17 1:30	8.581
728	1/14/17 1:45	8.581
729	1/14/17 2:00	8.581
730	1/14/17 2:15	8.581
731	1/14/17 2:30	8.581
732	1/14/17 2:45	8.581
733	1/14/17 3:00	8.581
734	1/14/17 3:15	8.581
735	1/14/17 3:30	8.581
736	1/14/17 3:45	8.581
737	1/14/17 4:00	8.481
738	1/14/17 4:15	8.481
739	1/14/17 4:30	8.481
740	1/14/17 4:45	8.481
741	1/14/17 5:00	8.481
742	1/14/17 5:15	8.581
743	1/14/17 5:30	8.581
744	1/14/17 5:45	8.581
745	1/14/17 6:00	8.581
746	1/14/17 6:15	8.581
747	1/14/17 6:30	8.481
748	1/14/17 6:45	8.581
749	1/14/17 7:00	8.581
750	1/14/17 7:15	8.581
751	1/14/17 7:30	8.581
752	1/14/17 7:45	8.581
753	1/14/17 8:00	8.581
754	1/14/17 8:15	8.581
755	1/14/17 8:30	8.481
756	1/14/17 8:45	8.481
757	1/14/17 9:00	8.581
758	1/14/17 9:15	8.581
759	1/14/17 9:30	8.581
760	1/14/17 9:45	8.581
761	1/14/17 10:00	8.581
762	1/14/17 10:15	8.581
763	1/14/17 10:30	8.581
764	1/14/17 10:45	8.581
765	1/14/17 11:00	8.581
766	1/14/17 11:15	8.581
767	1/14/17 11:30	8.581
768	1/14/17 11:45	8.581
769	1/14/17 12:00	8.581
770	1/14/17 12:15	8.581
771	1/14/17 12:30	8.581
772	1/14/17 12:45	8.581
773	1/14/17 13:00	8.581
774	1/14/17 13:15	8.581
775	1/14/17 13:30	8.581
776	1/14/17 13:45	8.581
777	1/14/17 14:00	8.581
778	1/14/17 14:15	8.581
779	1/14/17 14:30	8.581
780	1/14/17 14:45	8.68
781	1/14/17 15:00	8.68
782	1/14/17 15:15	8.68
783	1/14/17 15:30	8.68
784	1/14/17 15:45	8.68
785	1/14/17 16:00	8.68
786	1/14/17 16:15	8.68
787	1/14/17 16:30	8.68
788	1/14/17 16:45	8.68
789	1/14/17 17:00	8.68
790	1/14/17 17:15	8.68
791	1/14/17 17:30	8.68
792	1/14/17 17:45	8.68
793	1/14/17 18:00	8.68
794	1/14/17 18:15	8.68
795	1/14/17 18:30	8.779
796	1/14/17 18:45	8.779
797	1/14/17 19:00	8.779
798	1/14/17 19:15	8.779
799	1/14/17 19:30	8.779
800	1/14/17 19:45	8.779
801	1/14/17 20:00	8.779
802	1/14/17 20:15	8.779
803	1/14/17 20:30	8.779
804	1/14/17 20:45	8.779
805	1/14/17 21:00	8.779
806	1/14/17 21:15	8.779
807	1/14/17 21:30	8.779
808	1/14/17 21:45	8.779
809	1/14/17 22:00	8.779
810	1/14/17 22:15	8.779
811	1/14/17 22:30	8.779
812	1/14/17 22:45	8.779
813	1/14/17 23:00	8.779
814	1/14/17 23:15	8.779
815	1/14/17 23:30	8.779
816	1/14/17 23:45	8.779
817	1/15/17 0:00	8.879
818	1/15/17 0:15	8.879
819	1/15/17 0:30	8.879
820	1/15/17 0:45	8.879
821	1/15/17 1:00	8.779
822	1/15/17 1:15	8.779
823	1/15/17 1:30	8.779
824	1/15/17 1:45	8.779
825	1/15/17 2:00	8.779
826	1/15/17 2:15	8.779
827	1/15/17 2:30	8.779
828	1/15/17 2:45	8.779
829	1/15/17 3:00	8.779
830	1/15/17 3:15	8.779
831	1/15/17 3:30	8.779
832	1/15/17 3:45	8.779
833	1/15/17 4:00	8.779
834	1/15/17 4:15	8.779
835	1/15/17 4:30	8.779
836	1/15/17 4:45	8.779
837	1/15/17 5:00	8.779
838	1/15/17 5:15	8.779
839	1/15/17 5:30	8.779
840	1/15/17 5:45	8.779
841	1/15/17 6:00	8.779
842	1/15/17 6:15	8.779
843	1/15/17 6:30	8.779
844	1/15/17 6:45	8.779
845	1/15/17 7:00	8.779
846	1/15/17 7:15	8.779
847	1/15/17 7:30	8.779
848	1/15/17 7:45	8.779
849	1/15/17 8:00	8.68
850	1/15/17 8:15	8.779
851	1/15/17 8:30	8.779
852	1/15/17 8:45	8.779
853	1/15/17 9:00	8.779
854	1/15/17 9:15	8.779
855	1/15/17 9:30	8.779
856	1/15/17 9:45	8.779
857	1/15/17 10:00	8.779
858	1/15/17 10:15	8.779
859	1/15/17 10:30	8.779
860	1/15/17 10:45	8.779
861	1/15/17 11:00	8.779
862	1/15/17 11:15	8.779
863	1/15/17 11:30	8.779
864	1/15/17 11:45	8.779
865	1/15/17 12:00	8.779
866	1/15/17 12:15	8.779
867	1/15/17 12:30	8.779
868	1/15/17 12:45	8.779
869	1/15/17 13:00	8.779
870	1/15/17 13:15	8.779
871	1/15/17 13:30	8.779
872	1/15/17 13:45	8.779
873	1/15/17 14:00	8.779
874	1/15/17 14:15	8.779
