DateTime	Temp	Temperature   (*F)		
08/28/16 23:32:00.0	21.28	70.31		
08/28/16 23:48:00.0	21.28	70.31		
08/29/16 00:04:00.0	21.58	70.86		
08/29/16 00:20:00.0	21.89	71.42		
08/29/16 00:36:00.0	21.58	70.86		
08/29/16 00:52:00.0	21.58	70.86		
08/29/16 01:08:00.0	21.58	70.86		
08/29/16 01:24:00.0	21.58	70.86		
08/29/16 01:40:00.0	21.58	70.86		
08/29/16 01:56:00.0	21.58	70.86		
08/29/16 02:12:00.0	21.89	71.42		
08/29/16 02:28:00.0	21.89	71.42		
08/29/16 02:44:00.0	21.89	71.42		
08/29/16 03:00:00.0	22.21	71.98		
08/29/16 03:16:00.0	21.58	70.86		
08/29/16 03:32:00.0	21.89	71.42		
08/29/16 03:48:00.0	22.21	71.98		
08/29/16 04:04:00.0	21.28	70.31		
08/29/16 04:20:00.0	20.66	69.2		
08/29/16 04:36:00.0	20.36	68.65		
08/29/16 04:52:00.0	20.97	69.75		
08/29/16 05:08:00.0	20.97	69.75		
08/29/16 05:24:00.0	21.28	70.31		
08/29/16 05:40:00.0	21.58	70.86		
08/29/16 05:56:00.0	21.58	70.86		
08/29/16 06:12:00.0	22.21	71.98		
08/29/16 06:28:00.0	22.21	71.98		
08/29/16 06:44:00.0	20.97	69.75		
08/29/16 07:00:00.0	21.58	70.86		
08/29/16 07:16:00.0	21.89	71.42		
08/29/16 07:32:00.0	21.89	71.42		
08/29/16 07:48:00.0	21.58	70.86		
08/29/16 08:04:00.0	21.58	70.86		
08/29/16 08:20:00.0	21.58	70.86		
08/29/16 08:36:00.0	21.58	70.86		
08/29/16 08:52:00.0	21.28	70.31		
08/29/16 09:08:00.0	21.58	70.86		
08/29/16 09:24:00.0	21.58	70.86		
08/29/16 09:40:00.0	20.66	69.2		
08/29/16 09:56:00.0	20.97	69.75		
08/29/16 10:12:00.0	20.97	69.75		
08/29/16 10:28:00.0	21.28	70.31		
08/29/16 10:44:00.0	21.28	70.31		
08/29/16 11:00:00.0	21.28	70.31		
08/29/16 11:16:00.0	21.28	70.31		
08/29/16 11:32:00.0	21.58	70.86		
08/29/16 11:48:00.0	21.28	70.31		
08/29/16 12:04:00.0	21.28	70.31		
08/29/16 12:20:00.0	21.28	70.31		
08/29/16 12:36:00.0	21.28	70.31		
08/29/16 12:52:00.0	21.58	70.86		
08/29/16 13:08:00.0	21.58	70.86		
08/29/16 13:24:00.0	21.58	70.86		
08/29/16 13:40:00.0	21.28	70.31		
08/29/16 13:56:00.0	21.28	70.31		
08/29/16 14:12:00.0	21.89	71.42		
08/29/16 14:28:00.0	21.89	71.42		
08/29/16 14:44:00.0	21.89	71.42		
08/29/16 15:00:00.0	21.89	71.42		
08/29/16 15:16:00.0	21.58	70.86		
08/29/16 15:32:00.0	20.66	69.2		
08/29/16 15:48:00.0	20.66	69.2		
08/29/16 16:04:00.0	20.36	68.65		
08/29/16 16:20:00.0	20.36	68.65		
08/29/16 16:36:00.0	20.66	69.2		
08/29/16 16:52:00.0	20.66	69.2		
08/29/16 17:08:00.0	20.66	69.2		
08/29/16 17:24:00.0	20.97	69.75		
